セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　ShadowsoverInnistrad,　MightBeyondReason,道理を超えた力（どうりをこえたちから）,　1,2,　コモン,　インスタント,　３緑,クリーチャー１体を対象とし、それの上に+1/+1カウンターを２個置く。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるなら、代わりに、そのクリーチャーの上に+1/+1カウンターを３個置く。
　ShadowsoverInnistrad,　MoldgrafScavenger,黴墓のゴミあさり（ばいぼのごみあさり）,　0,4,　コモン,　クリーチャー,　１緑,昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、黴墓のゴミあさりは+3/+0の修整を受ける。
　ShadowsoverInnistrad,　MoonlightHunt,月夜の狩り（つきよのかり）,　0,4,　アンコモン,　インスタント,　１緑,あなたがコントロールしていないクリーチャー１体を対象とする。あなたがコントロールする、狼(Wolf)か狼男(Werewolf)である各クリーチャーは、それぞれ自身のパワーに等しい点数のダメージをそのクリーチャーに与える。
　ShadowsoverInnistrad,　ObsessiveSkinner,偏執的な皮剥ぎ人（へんしつてきなかわはぎにん）,　1,1,　アンコモン,　クリーチャー,　１緑,偏執的な皮剥ぎ人が戦場に出たとき、クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。昂揚―各対戦相手のアップキープの開始時に、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれる場合、クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。
　ShadowsoverInnistrad,　PackGuardian,群れの守護獣（むれのしゅごじゅう）,　4,3,　アンコモン,　クリーチャー,　２緑緑,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）群れの守護獣が戦場に出たとき、あなたは土地カード１枚を捨ててもよい。そうしたなら、緑の2/2の狼(Wolf)クリーチャー・トークンを１体戦場に出す。
　ShadowsoverInnistrad,　QuilledWolf,針毛の狼（はりげのおおかみ）,　2,2,　コモン,　クリーチャー,　１緑,(５)(緑)：ターン終了時まで、針毛の狼は+4/+4の修整を受ける。
　ShadowsoverInnistrad,　RabidBite,狂気の一咬み（きょうきのひとかみ）,　2,2,　コモン,　ソーサリー,　１緑,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者に、自身のパワーに等しい点数のダメージを与える。
　ShadowsoverInnistrad,　RootOut,根から絶つ（ねからたつ）,　2,2,　コモン,　ソーサリー,　２緑,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）
　ShadowsoverInnistrad,　WerewolfofAncientHunger,古き飢えの人狼（ふるきうえのじんろう）,　*,*,　レア,　〔緑〕クリーチャー,　４緑,古き知恵の賢者のパワーとタフネスはそれぞれ、あなたの手札にあるカードの総数に等しい。古き知恵の賢者が戦場に出たとき、カードを１枚引く。各アップキープの開始時に、直前のターンに呪文が唱えられていなかった場合、古き知恵の賢者を変身させる。警戒、トランプル古き飢えの人狼のパワーとタフネスはそれぞれ、すべてのプレイヤーの手札にあるカードの総数の合計に等しい。各アップキープの開始時に、直前のターンにプレイヤー１人が２つ以上の呪文を唱えていた場合、古き飢えの人狼を変身させる。
　ShadowsoverInnistrad,　SeasonsPast,過ぎ去った季節（すぎさったきせつ）,　*,*,　神話レア,　ソーサリー,　４緑緑,あなたの墓地から点数で見たマナ・コストが互いに異なるカードを望む枚数あなたの手札に戻す。過ぎ去った季節をオーナーのライブラリーの一番下に置く。
　ShadowsoverInnistrad,　SecondHarvest,再度の収穫（さいどのしゅうかく）,　*,*,　レア,　インスタント,　２緑緑,あなたがコントロールするトークン１つにつき、そのパーマネントのコピーであるトークンを１つ戦場に出す。
　ShadowsoverInnistrad,　SilverfurPartisan,銀毛の援護者（ぎんげのえんごしゃ）,　2,2,　レア,　クリーチャー,　２緑,トランプルあなたがコントロールする、狼(Wolf)１体か狼男(Werewolf)１体が、インスタント呪文かソーサリー呪文の対象になるたび、緑の2/2の狼クリーチャー・トークンを１体戦場に出す。
　ShadowsoverInnistrad,　OneofthePack,群れの一員（むれのいちいん）,　5,6,　コモン,　〔緑〕クリーチャー,　３緑,各アップキープの開始時に、直前のターンに呪文が唱えられていなかった場合、孤独な狩人を変身させる。各アップキープの開始時に、直前のターンにプレイヤー１人が２つ以上の呪文を唱えていた場合、群れの一員を変身させる。
　ShadowsoverInnistrad,　SoulSwallower,魂を飲み込むもの（たましいをのみこむもの）,　3,3,　レア,　クリーチャー,　２緑緑,トランプル昂揚―あなたのアップキープの開始時に、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれる場合、魂を飲み込むものの上に+1/+1カウンターを３個置く。
　ShadowsoverInnistrad,　StoicBuilder,冷静な建築家（れいせいなけんちくか）,　2,3,　コモン,　クリーチャー,　２緑,冷静な建築家が戦場に出たとき、あなたの墓地の土地カード１枚を対象とする。あなたはそれをあなたの手札に戻してもよい。
　ShadowsoverInnistrad,　ThornhideWolves,茨隠れの狼（いばらかくれのおおかみ）,　4,5,　コモン,　クリーチャー,　４緑,
　ShadowsoverInnistrad,　TirelessTracker,不屈の追跡者（ふくつのついせきしゃ）,　3,2,　レア,　クリーチャー,　２緑,土地が１つあなたのコントロール下で戦場に出るたび、調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）あなたが手掛かりを１つ生け贄に捧げるたび、不屈の追跡者の上に+1/+1カウンターを１個置く。
　ShadowsoverInnistrad,　TraversetheUlvenwald,ウルヴェンワルド横断（うるう゛ぇんわるどおうだん）,　3,2,　レア,　ソーサリー,　緑,あなたのライブラリーから基本土地カード１枚を探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるなら、代わりにあなたのライブラリーからクリーチャー・カード１枚か土地カード１枚を探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　ShadowsoverInnistrad,　UlvenwaldHydra,ウルヴェンワルドのハイドラ（うるう゛ぇんわるどのはいどら）,　*,*,　神話レア,　クリーチャー,　４緑緑,到達ウルヴェンワルドのハイドラのパワーとタフネスは、それぞれあなたがコントロールする土地の総数に等しい。ウルヴェンワルドのハイドラが戦場に出たとき、あなたはあなたのライブラリーから土地カード１枚を探してもよい。そうしたなら、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。
　ShadowsoverInnistrad,　UlvenwaldMysteries,ウルヴェンワルドの謎（うるう゛ぇんわるどのなぞ）,　*,*,　アンコモン,　エンチャント,　２緑,あなたがコントロールするトークンでないクリーチャーが１体死亡するたび、調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）あなたが手掛かりを１つ生け贄に捧げるたび、白の1/1の人間(Human)・兵士(Soldier)クリーチャー・トークンを１体戦場に出す。
　ShadowsoverInnistrad,　VesselofNascency,発生の器（はっせいのうつわ）,　*,*,　コモン,　エンチャント,　緑,(１)(緑) 発生の器を生け贄に捧げる：あなたのライブラリーの一番上から４枚のカードを公開する。あなたは、その中からアーティファクト・カード１枚かクリーチャー・カード１枚かエンチャント・カード１枚か土地カード１枚かプレインズウォーカー・カード１枚をあなたの手札に加えてもよい。残りをあなたの墓地に置く。
　ShadowsoverInnistrad,　VeteranCathar,古参の聖戦士（こざんのせいせんし）,　2,2,　アンコモン,　クリーチャー,　１緑,(３)(白)：人間(Human)１体を対象とする。ターン終了時まで、それは二段攻撃を得る。
　ShadowsoverInnistrad,　WatcherintheWeb,巣網から見張るもの（すあみからみはるもの）,　2,5,　コモン,　クリーチャー,　４緑,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）各戦闘で、巣網から見張るものは追加で７体のクリーチャーをブロックできる。
　ShadowsoverInnistrad,　WeirdingWood,奇妙な森（きみょうなもり）,　2,5,　アンコモン,　エンチャント,　２緑,エンチャント（土地）奇妙な森が戦場に出たとき、調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）エンチャントされている土地は「(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ２点を加える。」を持つ。
　ShadowsoverInnistrad,　AlteredEgo,もう一人の自分（もうひとりのじぶん）,　0,0,　レア,　クリーチャー,　Ｘ２緑青,もう一人の自分は打ち消されない。あなたはもう一人の自分を、追加の+1/+1カウンターがＸ個置かれた状態で戦場に出ることを除いて、戦場に出ているクリーチャー１体のコピーとして戦場に出してもよい。
　ShadowsoverInnistrad,　AnguishedUnmaking,苦渋の破棄（くじゅうのはき）,　0,0,　レア,　インスタント,　１白黒,土地でないパーマネント１つを対象とし、それを追放する。あなたは３点のライフを失う。
　ShadowsoverInnistrad,　Arlinn EmbracedbytheMoon,月の抱擁、アーリン（つきのほうようあーりん）,　0,0,　神話レア,　〔赤/緑〕プレインズウォーカー,　２赤緑,[+1]：クリーチャーを最大１体まで対象とする。ターン終了時まで、それは+2/+2の修整を受けるとともに警戒と速攻を得る。[0]：緑の2/2の狼(Wolf)クリーチャー・トークンを１体戦場に出す。アーリン・コードを変身させる。　忠誠度：3[+1]：ターン終了時まで、あなたがコントロールするクリーチャーは+1/+1の修整を受けるとともにトランプルを得る。[-1]：クリーチャー１体かプレイヤー１人を対象とする。月の抱擁、アーリンはそれに３点のダメージを与える。月の抱擁、アーリンを変身させる。[-6]：あなたは「あなたがコントロールするクリーチャーは、速攻と『(Ｔ)：クリーチャー１体かプレイヤー１人を対象とする。このクリーチャーはそれに自身のパワーに等しい点数のダメージを与える。』を持つ。」を持つ紋章を得る。
　ShadowsoverInnistrad,　FeveredVisions,熱病の幻視（ねつびょうのげんし）,　0,0,　レア,　エンチャント,　１青赤,各プレイヤーの終了ステップの開始時に、そのプレイヤーはカードを１枚引く。そのプレイヤーがあなたの対戦相手であり、そのプレイヤーの手札にカードが４枚以上あるなら、熱病の幻視はそのプレイヤーに２点のダメージを与える。
　ShadowsoverInnistrad,　TheGitrogMonster,ギトラグの怪物（ぎとらぐのかいぶつ）,　6,6,　神話レア,　伝説のクリーチャー,　３黒緑,接死あなたのアップキープの開始時に、あなたが土地１つを生け贄に捧げないかぎり、ギトラグの怪物を生け贄に捧げる。あなたの各ターンに、あなたは追加の土地を１つプレイしてもよい。１枚以上の土地カードがいずれかの領域からあなたの墓地に置かれるたび、カードを１枚引く。
　ShadowsoverInnistrad,　InvocationofSaintTraft,聖トラフトの祈祷（せいとらふとのきとう）,　6,6,　レア,　エンチャント,　１白青,エンチャント（クリーチャー）エンチャントされているクリーチャーは「このクリーチャーが攻撃するたび、飛行を持つ白の4/4の天使(Angel)クリーチャー・トークンを１体タップ状態で攻撃している状態で戦場に出す。戦闘終了時にそのトークンを追放する。」を持つ。
　ShadowsoverInnistrad,　Nahiri theHarbinger,先駆ける者、ナヒリ（さきがけるものなひり）,　6,6,　神話レア,　プレインズウォーカー,　２赤白,[+2]：あなたはカードを１枚捨ててもよい。そうしたなら、カードを１枚引く。[-2]：エンチャント１つかタップ状態のアーティファクト１つかタップ状態のクリーチャー１体を対象とし、それを追放する。[-8]：あなたのライブラリーからアーティファクト・カード１枚かクリーチャー・カード１枚を探し、それを戦場に出し、その後あなたのライブラリーを切り直す。それは速攻を得る。次の終了ステップの開始時に、それをあなたの手札に戻す。　忠誠度：4
　ShadowsoverInnistrad,　Olivia MobilizedforWar,戦争に向かう者、オリヴィア（せんそうにむかうものおりう゛ぃあ）,　3,3,　神話レア,　伝説のクリーチャー,　１黒赤,飛行他のクリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたはカードを１枚捨ててもよい。そうしたなら、そのクリーチャーの上に+1/+1カウンターを１個置く。ターン終了時まで、それは速攻を得る。それは他のタイプに加えて吸血鬼(Vampire)になる。
　ShadowsoverInnistrad,　PrizedAmalgam,秘蔵の縫合体（ひぞうのほうごうたい）,　3,3,　レア,　クリーチャー,　１青黒,クリーチャーが１体戦場に出るたび、それがあなたの墓地から戦場に出たかあなたがそれをあなたの墓地から唱えていた場合、次の終了ステップの開始時に、あなたの墓地から秘蔵の縫合体をタップ状態で戦場に戻す。
　ShadowsoverInnistrad,　Sigarda Heron'sGrace,優雅な鷺、シガルダ（ゆうがなさぎしがるだ）,　4,5,　神話レア,　伝説のクリーチャー,　３緑白,飛行あなたとあなたがコントロールする人間(Human)は呪禁を持つ。(２) あなたの墓地からカードを１枚追放する：白の1/1の人間・兵士(Soldier)クリーチャー・トークンを１体戦場に出す。
　ShadowsoverInnistrad,　Sorin GrimNemesis,死の宿敵、ソリン（しのしゅくてきそりん）,　4,5,　神話レア,　プレインズウォーカー,　４白黒,[+1]：あなたのライブラリーの一番上のカードを公開し、そのカードをあなたの手札に加える。各対戦相手はそれぞれ、それの点数で見たマナ・コストに等しい点数のライフを失う。[-X]：クリーチャー１体かプレインズウォーカー１体を対象とする。死の宿敵、ソリンはそれにＸ点のダメージを与え、あなたはＸ点のライフを得る。[-9]：すべてのプレイヤーの中で最も多いライフの総量に等しい数の、絆魂を持つ黒の1/1の吸血鬼(Vampire)・騎士(Knight)クリーチャー・トークンを戦場に出す。　忠誠度：6
　ShadowsoverInnistrad,　BraininaJar,瓶詰め脳（びんづめのう）,　4,5,　レア,　アーティファクト,　２,(１) (Ｔ)：瓶詰め脳の上に蓄積(charge)カウンターを１個置く。その後あなたは、点数で見たマナ・コストが瓶詰め脳の上に置かれている蓄積カウンターの総数に等しいインスタント・カード１枚かソーサリー・カード１枚を、あなたの手札からそのマナ・コストを支払うことなく唱えてもよい。(３) (Ｔ) 瓶詰め脳から蓄積カウンターをＸ個取り除く：占術Ｘを行う。
　ShadowsoverInnistrad,　CorruptedGrafstone,崩れた墓石（くずれたぼせき）,　4,5,　レア,　アーティファクト,　２,崩れた墓石はタップ状態で戦場に出る。(Ｔ)：あなたの墓地にあるカードの色を１色選ぶ。あなたのマナ・プールに、その色のマナ１点を加える。
　ShadowsoverInnistrad,　EpitaphGolem,墓碑のゴーレム（ぼひのごーれむ）,　3,5,　アンコモン,　アーティファクト・クリーチャー,　５,(２)：あなたの墓地のカード１枚を対象とし、それをあなたのライブラリーの一番下に置く。
　ShadowsoverInnistrad,　ExplosiveApparatus,爆発性の機器（ばくはつせいのきき）,　3,5,　コモン,　アーティファクト,　１,(３) (Ｔ) 爆発性の機器を生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象とする。爆発性の機器はそれに２点のダメージを与える。
　ShadowsoverInnistrad,　ScroungedScythe,拾った大鎌（ひろったおおかま）,　2,2,　アンコモン,　アーティファクト,　３,収穫の手が死亡したとき、これを変身させた状態であなたのコントロール下で戦場に戻す。装備しているクリーチャーは+1/+1の修整を受ける。装備しているクリーチャーが人間(Human)であるかぎり、それは威迫を持つ。（それは２体以上のクリーチャーによってしかブロックされない。）装備(２)
　ShadowsoverInnistrad,　HauntedCloak,憑依の外套（ひょういのがいとう）,　2,2,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは警戒とトランプルと速攻を持つ。装備(１)
　ShadowsoverInnistrad,　MagnifyingGlass,拡大鏡（かくだいきょう）,　2,2,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(４) (Ｔ)：調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）
　ShadowsoverInnistrad,　Murderer'sAxe,殺人者の斧（さつじんしゃのおの）,　2,2,　アンコモン,　アーティファクト,　４,装備しているクリーチャーは+2/+2の修整を受ける。装備―カードを１枚捨てる。
　ShadowsoverInnistrad,　AshmouthBlade,灰口の刃（はいぐちのやいば）,　2,2,　アンコモン,　アーティファクト,　１,装備しているクリーチャーは+1/+1の修整を受ける。装備しているクリーチャーが変身したとき、忘れられていた家宝を変身させる。装備(１)装備しているクリーチャーは+3/+3の修整を受けるとともに先制攻撃を持つ。装備(３)
　ShadowsoverInnistrad,　RunawayCarriage,遁走する馬車（とんそうするばしゃ）,　5,6,　アンコモン,　アーティファクト・クリーチャー,　４,トランプル遁走する馬車が攻撃するかブロックするかしたとき、戦闘終了時に、これを生け贄に捧げる。
　ShadowsoverInnistrad,　ShardofBrokenGlass,ガラスの破片（がらすのはへん）,　5,6,　コモン,　アーティファクト,　１,装備しているクリーチャーは+1/+0の修整を受ける。装備しているクリーチャーが攻撃するたび、あなたはあなたのライブラリーの一番上から２枚のカードをあなたの墓地に置いてもよい。装備(１)（(１)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　ShadowsoverInnistrad,　SkeletonKey,合鍵（あいかぎ）,　5,6,　アンコモン,　アーティファクト,　１,装備しているクリーチャーは潜伏を持つ。（それは、自身より大きなパワーを持つクリーチャーによってはブロックされない。）装備しているクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。そうしたなら、カードを１枚捨てる。装備(２)
　ShadowsoverInnistrad,　Slayer'sPlate,処刑者の板金鎧（しょけいしゃのばんきんよろい）,　5,6,　レア,　アーティファクト,　３,装備しているクリーチャーは+4/+2の修整を受ける。装備しているクリーチャーが死亡するたび、それが人間(Human)だった場合、飛行を持つ白の1/1のスピリット(Spirit)・クリーチャー・トークンを１体戦場に出す。装備(３)
　ShadowsoverInnistrad,　Tamiyo'sJournal,タミヨウの日誌（たみようのにっし）,　5,6,　レア,　伝説のアーティファクト,　５,あなたのアップキープの開始時に、調査を行う。（「(２) このアーティファクトを生け贄に捧げる：カードを１枚引く。」を持つ無色の手掛かり(Clue)アーティファクト・トークンを１つ戦場に出す。）(Ｔ) 手掛かりを３つ生け贄に捧げる：あなたのライブラリーからカードを１枚探し、それをあなたの手札に加える。その後、あなたのライブラリーを切り直す。
　ShadowsoverInnistrad,　StonewingAntagonizer,石翼の反目者（せきよくのはんもくしゃ）,　4,2,　アンコモン,　アーティファクト・クリーチャー,　１,防衛(６)：スレイベンのガーゴイルを変身させる。飛行
　ShadowsoverInnistrad,　True-FaithCenser,信条の香炉（しんじょうのこうろ）,　4,2,　コモン,　アーティファクト,　２,装備しているクリーチャーは+1/+1の修整を受けるとともに警戒を持つ。装備しているクリーチャーが人間(Human)であるかぎり、それは追加で+1/+0の修整を受ける。装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　ShadowsoverInnistrad,　WickerWitch,枝細工の魔女（えだざいくのまじょ）,　3,1,　コモン,　アーティファクト・クリーチャー,　３,
　ShadowsoverInnistrad,　Wild-FieldScarecrow,荒原のカカシ（こうげんのかかし）,　1,4,　アンコモン,　アーティファクト・クリーチャー,　３,防衛(２) 荒原のカカシを生け贄に捧げる：あなたのライブラリーから基本土地カードを最大２枚まで探し、それらを公開してあなたの手札に加える。その後、あなたのライブラリーを切り直す。
　ShadowsoverInnistrad,　ChokedEstuary,詰まった河口（つまったかこう）,　1,4,　レア,　土地,　３,詰まった河口が戦場に出るに際し、あなたはあなたの手札から島(Island)カード１枚か沼(Swamp)カード１枚を公開してもよい。そうしないなら、詰まった河口はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(青)か(黒)を加える。
　ShadowsoverInnistrad,　DrownyardTemple,溺墓の寺院（できぼのじいん）,　1,4,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(３)：あなたの墓地から溺墓の寺院をタップ状態で戦場に戻す。
　ShadowsoverInnistrad,　ForebodingRuins,凶兆の廃墟（きょうちょうのはいきょ）,　1,4,　レア,　土地,　３,凶兆の廃墟が戦場に出るに際し、あなたはあなたの手札から沼(Swamp)カード１枚か山(Mountain)カード１枚を公開してもよい。そうしないなら、凶兆の廃墟はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(黒)か(赤)を加える。
　ShadowsoverInnistrad,　ForsakenSanctuary,放棄された聖域（ほうきされたせいいき）,　1,4,　アンコモン,　土地,　３,放棄された聖域はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(白)か(黒)を加える。
　ShadowsoverInnistrad,　FortifiedVillage,要塞化した村（ようさいかしたむら）,　1,4,　レア,　土地,　３,要塞化した村が戦場に出るに際し、あなたはあなたの手札から森(Forest)カード１枚か平地(Plains)カード１枚を公開してもよい。そうしないなら、要塞化した村はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(白)を加える。
　ShadowsoverInnistrad,　FoulOrchard,穢れた果樹園（けがれたかじゅえん）,　1,4,　アンコモン,　土地,　３,穢れた果樹園はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(黒)か(緑)を加える。
　ShadowsoverInnistrad,　GameTrail,獲物道（えものみち）,　1,4,　レア,　土地,　３,獲物道が戦場に出るに際し、あなたはあなたの手札から山(Mountain)カード１枚か森(Forest)カード１枚を公開してもよい。そうしないなら、獲物道はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(緑)を加える。
　ShadowsoverInnistrad,　HighlandLake,高地の湖（こうちのみずうみ）,　1,4,　アンコモン,　土地,　３,高地の湖はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(青)か(赤)を加える。
　ShadowsoverInnistrad,　PortTown,港町（みなとまち）,　1,4,　レア,　土地,　３,港町が戦場に出るに際し、あなたはあなたの手札から平地(Plains)カード１枚か島(Island)カード１枚を公開してもよい。そうしないなら、港町はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(白)か(青)を加える。
　ShadowsoverInnistrad,　StoneQuarry,採石場（さいせきじょう）,　1,4,　アンコモン,　土地,　３,採石場はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(白)を加える。
　ShadowsoverInnistrad,　WarpedLandscape,ねじれ地帯（ねじれちたい）,　1,4,　コモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(２) (Ｔ) ねじれ地帯を生け贄に捧げる：あなたのライブラリーから基本土地カード１枚を探し、それをタップ状態で戦場に出す。その後、あなたのライブラリーを切り直す。
　ShadowsoverInnistrad,　Ormendahl ProfanePrince,不敬の皇子、オーメンダール（ふけいのおうじおーめんだーる）,　9,7,　レア,　〔黒〕伝説のクリーチャー,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(５) (Ｔ) ライフを１点支払う：白であり黒である1/1の人間(Human)・クレリック(Cleric)・クリーチャー・トークンを１体戦場に出す。(５) (Ｔ) クリーチャー５体を生け贄に捧げる：ウェストヴェイルの修道院を変身させ、その後これをアンタップする。飛行、絆魂、破壊不能、速攻
　ShadowsoverInnistrad,　WoodlandStream,森林地の小川（しんりんちのおがわ）,　9,7,　アンコモン,　土地,　３,森林地の小川はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(青)を加える。
　ShadowsoverInnistrad,　Plains,平地（へいち）,　9,7,　基本土地,　基本土地,　３,(白)
　ShadowsoverInnistrad,　Plains,平地（へいち）,　9,7,　基本土地,　基本土地,　３,(白)
　ShadowsoverInnistrad,　Plains,平地（へいち）,　9,7,　基本土地,　基本土地,　３,(白)
　ShadowsoverInnistrad,　Island,島（しま）,　9,7,　基本土地,　基本土地,　３,(青)
　ShadowsoverInnistrad,　Island,島（しま）,　9,7,　基本土地,　基本土地,　３,(青)
　ShadowsoverInnistrad,　Island,島（しま）,　9,7,　基本土地,　基本土地,　３,(青)
　ShadowsoverInnistrad,　Swamp,沼（ぬま）,　9,7,　基本土地,　基本土地,　３,(黒)
　ShadowsoverInnistrad,　Swamp,沼（ぬま）,　9,7,　基本土地,　基本土地,　３,(黒)
　ShadowsoverInnistrad,　Swamp,沼（ぬま）,　9,7,　基本土地,　基本土地,　３,(黒)
　ShadowsoverInnistrad,　Mountain,山（やま）,　9,7,　基本土地,　基本土地,　３,(赤)
　ShadowsoverInnistrad,　Mountain,山（やま）,　9,7,　基本土地,　基本土地,　３,(赤)
　ShadowsoverInnistrad,　Mountain,山（やま）,　9,7,　基本土地,　基本土地,　３,(赤)
　ShadowsoverInnistrad,　Forest,森（もり）,　9,7,　基本土地,　基本土地,　３,(緑)
　ShadowsoverInnistrad,　Forest,森（もり）,　9,7,　基本土地,　基本土地,　３,(緑)
　ShadowsoverInnistrad,　Forest,森（もり）,　9,7,　基本土地,　基本土地,　３,(緑)
　EldritchMoon,　AbundantMaw,甚だしい大口（はなはだしいおおぐち）,　6,4,　アンコモン,　クリーチャー,　８,現出(６)(黒)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが甚だしい大口を唱えたとき、対戦相手１人を対象とする。そのプレイヤーは３点のライフを失い、あなたは３点のライフを得る。
　EldritchMoon,　DecimatoroftheProvinces,州民を滅ぼすもの（しゅうみんをほろぼすもの）,　7,7,　神話レア,　クリーチャー,　１０,現出(６)(緑)(緑)(緑)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが州民を滅ぼすものを唱えたとき、ターン終了時まで、あなたがコントロールするクリーチャーは+2/+2の修整を受けるとともにトランプルを得る。トランプル、速攻
　EldritchMoon,　DistendedMindbender,膨らんだ意識曲げ（ふくらんだいしきまげ）,　5,5,　レア,　クリーチャー,　８,現出(５)(黒)(黒)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが膨らんだ意識曲げを唱えたとき、対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中から、点数で見たマナ・コストが３以下の土地でないカード１枚と、点数で見たマナ・コストが４以上のカード１枚を選ぶ。そのプレイヤーはそれらのカードを捨てる。
　EldritchMoon,　DrownyardBehemoth,溺墓のビヒモス（できぼのびひもす）,　5,7,　アンコモン,　クリーチャー,　９,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）現出(７)(青)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）溺墓のビヒモスは、これがこのターンに戦場に出たのであるかぎり、呪禁を持つ。
　EldritchMoon,　ElderDeep-Fiend,老いたる深海鬼（おいたるしんかいき）,　5,6,　レア,　クリーチャー,　８,瞬速現出(５)(青)(青)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが老いたる深海鬼を唱えたとき、パーマネント最大４つを対象とし、それらをタップする。
　EldritchMoon,　Emrakul thePromisedEnd,約束された終末、エムラクール（やくそくされたしゅうまつえむらくーる）,　13,13,　神話レア,　伝説のクリーチャー,　１３,約束された終末、エムラクールを唱えるためのコストは、あなたの墓地にあるカードに含まれるカード・タイプ１種類につき(１)少なくなる。あなたが約束された終末、エムラクールを唱えたとき、対戦相手１人を対象とする。そのプレイヤーの次のターンの間、あなたはそのプレイヤーのコントロールを得る。そのターンに続いて、そのプレイヤーは追加の１ターンを得る。飛行、トランプル、プロテクション（インスタント）
