英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　ProcessorAssault,昇華者の突撃（しょうかしゃのとつげき）,　3,1,　アンコモン,　ソーサリー,　１赤,欠色（このカードは無色である。）昇華者の突撃を唱えるための追加コストとして、追放領域から対戦相手がオーナーであるカードを１枚そのプレイヤーの墓地に置く。クリーチャー１体を対象とする。昇華者の突撃はそれに５点のダメージを与える。
　SerpentineSpike,うねる撃ちこみ（うねるうちこみ）,　3,1,　レア,　ソーサリー,　５赤赤,欠色（このカードは無色である。）クリーチャー１体と他のクリーチャー１体とさらに他のクリーチャー１体を対象とする。うねる撃ちこみはその第一者に２点のダメージを与え、その第二者に３点のダメージを与え、その第三者に４点のダメージを与える。このターン、これによりダメージを与えられたクリーチャーが死亡するなら、代わりにそれを追放する。
　TouchoftheVoid,虚空の接触（こくうのせっしょく）,　3,1,　コモン,　ソーサリー,　２赤,欠色（このカードは無色である。）クリーチャー１体かプレイヤー１人を対象とする。虚空の接触はそれに３点のダメージを与える。このターン、これによりダメージを与えられたクリーチャーが死亡するなら、代わりにそれを追放する。
　TurnAgainst,敵対（てきたい）,　3,1,　アンコモン,　インスタント,　４赤,欠色（このカードは無色である。）クリーチャー１体を対象とする。ターン終了時まで、それのコントロールを得る。そのクリーチャーをアンタップする。ターン終了時まで、それは速攻を得る。
　VestigeofEmrakul,エムラクールの名残（えむらくーるのなごり）,　3,4,　コモン,　クリーチャー,　３赤,欠色（このカードは無色である。）トランプル
　VileAggregate,不快な集合体（ふかいなしゅうごうたい）,　*,5,　アンコモン,　クリーチャー,　２赤,欠色（このカードは無色である。）不快な集合体のパワーは、あなたがコントロールする無色のクリーチャーの総数に等しい。トランプル嚥下（このクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーは自分のライブラリーの一番上のカードを追放する。）
　AkoumFirebird,アクームの火の鳥（あくーむのひのとり）,　3,3,　神話レア,　クリーチャー,　２赤赤,飛行、速攻毎ターン、アクームの火の鳥は可能なら攻撃する。上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたは(４)(赤)(赤)を支払ってもよい。そうしたなら、あなたの墓地からアクームの火の鳥を戦場に戻す。
　AkoumHellkite,アクームのヘルカイト（あくーむのへるかいと）,　4,4,　レア,　クリーチャー,　４赤赤,飛行上陸―土地が１つあなたのコントロール下で戦場に出るたび、クリーチャー１体かプレイヤー１人を対象とする。アクームのヘルカイトはそれに１点のダメージを与える。その土地が山(Mountain)であるなら、代わりにアクームのヘルカイトはそのクリーチャーかプレイヤーに２点のダメージを与える。
　AkoumStonewaker,アクームの石覚まし（あくーむのいしざまし）,　2,1,　アンコモン,　クリーチャー,　１赤,上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたは(２)(赤)を支払ってもよい。そうしたなら、トランプルと速攻を持つ赤の3/1のエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。次の終了ステップの開始時に、そのトークンを追放する。
　BelligerentWhiptail,好戦的な鞭尾（こうせんてきなむちお）,　4,2,　コモン,　クリーチャー,　３赤,上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、好戦的な鞭尾は先制攻撃を得る。
　BoilingEarth,沸き立つ大地（わきたつだいち）,　4,2,　コモン,　ソーサリー,　１赤,沸き立つ大地はあなたの対戦相手がコントロールする各クリーチャーにそれぞれ１点のダメージを与える。覚醒４―(６)(赤)（この呪文を(６)(赤)で唱えたなら、加えて、あなたがコントロールする土地１つを対象とする。それの上に+1/+1カウンターを４個置く。それは速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。）
　ChasmGuide,地割れの案内人（じわれのあんないにん）,　3,2,　アンコモン,　クリーチャー,　３赤,結集―地割れの案内人か他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーは速攻を得る。
　DragonmasterOutcast,竜使いののけ者（りゅうつかいののけもの）,　1,1,　神話レア,　クリーチャー,　赤,あなたのアップキープの開始時に、あなたが６つ以上の土地をコントロールしている場合、飛行を持つ赤の5/5のドラゴン(Dragon)・クリーチャー・トークンを１体戦場に出す。
　FiremantleMage,炎套の魔道士（えんとうのまどうし）,　2,2,　アンコモン,　クリーチャー,　２赤,結集―炎套の魔道士か他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーは威迫を得る。（威迫を持つクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　GoblinWarPaint,ゴブリンの戦化粧（ごぶりんのいくさげしょう）,　2,2,　コモン,　エンチャント,　１赤,エンチャント（クリーチャー）エンチャントされているクリーチャーは+2/+2の修整を受けるとともに速攻を持つ。
　LavastepRaider,溶岩足の略奪者（ようがんそくのりゃくだつしゃ）,　1,2,　コモン,　クリーチャー,　赤,(２)(赤)：ターン終了時まで、溶岩足の略奪者は+2/+0の修整を受ける。
　MakindiSliderunner,マキンディの滑り駆け（まきんでぃのすべりがけ）,　2,1,　コモン,　クリーチャー,　１赤,トランプル上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、マキンディの滑り駆けは+1/+1の修整を受ける。
　OnduChampion,オンドゥの勇者（おんどぅのゆうしゃ）,　4,3,　コモン,　クリーチャー,　２赤赤,結集―オンドゥの勇者か他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーはトランプルを得る。
　Outnumber,多勢（たぜい）,　4,3,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。多勢はそれに、あなたがコントロールするクリーチャーの総数に等しい点数のダメージを与える。
　RadiantFlames,光輝の炎（こうきのほのお）,　4,3,　レア,　ソーサリー,　２赤,収斂―光輝の炎は各クリーチャーにそれぞれＸ点のダメージを与える。Ｘは、光輝の炎を唱えるために支払われたマナの色の総数に等しい。
　RecklessCohort,命知らずの群勢（いのちしらずのぐんぜい）,　2,2,　コモン,　クリーチャー,　１赤,あなたが他の同盟者(Ally)をコントロールしていないかぎり、命知らずの群勢は可能なら各戦闘で攻撃する。
　RetreattoValakut,ヴァラクートへの撤退（う゛ぁらくーとへのてったい）,　2,2,　アンコモン,　エンチャント,　２赤,上陸―土地が１つあなたのコントロール下で戦場に出るたび、以下から１つを選ぶ。・クリーチャー１体を対象とする。ターン終了時まで、それは+2/+0の修整を受ける。・クリーチャー１体を対象とする。このターン、それではブロックできない。
　RollingThunder,とどろく雷鳴（とどろくらいめい）,　2,2,　アンコモン,　ソーサリー,　Ｘ赤赤,望む数のクリーチャーやプレイヤーを対象とする。とどろく雷鳴はそれらにＸ点のダメージをあなたの望むように分割して与える。
　ShatterskullRecruit,髑髏砕きの補充兵（どくろくだきのほじゅうへい）,　4,4,　コモン,　クリーチャー,　３赤赤,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　Stonefury,石の怒り（いしのいかり）,　4,4,　コモン,　インスタント,　３赤赤,クリーチャー１体を対象とする。石の怒りはそれに、あなたがコントロールする土地の総数に等しい点数のダメージを与える。
　SureStrike,確実な一撃（かくじつないちげき）,　4,4,　コモン,　インスタント,　１赤,クリーチャー１体を対象とする。ターン終了時まで、それは+3/+0の修整を受けるとともに先制攻撃を得る。
　TunnelingGeopede,穴掘り土百足（あなほりつちむかで）,　3,2,　アンコモン,　クリーチャー,　２赤,上陸―土地が１つあなたのコントロール下で戦場に出るたび、穴掘り土百足は各対戦相手にそれぞれ１点のダメージを与える。
　ValakutInvoker,ヴァラクートの発動者（う゛ぁらくーとのはつどうしゃ）,　2,3,　コモン,　クリーチャー,　２赤,(８)：クリーチャー１体かプレイヤー１人を対象とする。ヴァラクートの発動者はそれに３点のダメージを与える。
　ValakutPredator,ヴァラクートの捕食者（う゛ぁらくーとのほしょくしゃ）,　2,2,　コモン,　クリーチャー,　２赤,上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、ヴァラクートの捕食者は+2/+2の修整を受ける。
　VolcanicUpheaval,火山の隆起（かざんのりゅうき）,　2,2,　コモン,　インスタント,　３赤,土地１つを対象とし、それを破壊する。
　Zada HedronGrinder,面晶体の掘削者、ザダ（めんしょうたいのくっさくしゃざだ）,　3,3,　レア,　伝説のクリーチャー,　３赤,あなたが面晶体の掘削者、ザダのみを対象とするインスタント呪文かソーサリー呪文を１つ唱えるたび、その呪文が対象にできるあなたがコントロールする他のクリーチャー１体につき、その呪文を１回コピーする。各コピーは、それらのクリーチャーのうち別々のものを対象とする。
　Blisterpod,膨れ鞘（ふくれさや）,　1,1,　コモン,　クリーチャー,　緑,欠色（このカードは無色である。）膨れ鞘が死亡したとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　BroodMonitor,血統の観察者（けっとうのかんさつしゃ）,　3,3,　アンコモン,　クリーチャー,　４緑緑,欠色（このカードは無色である。）血統の観察者が戦場に出たとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを３体戦場に出す。それらは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　CalltheScions,末裔の呼び出し（まつえいのよびだし）,　3,3,　コモン,　ソーサリー,　２緑,欠色（このカードは無色である。）無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを２体戦場に出す。それらは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　EyelessWatcher,目なしの見張り（めなしのみはり）,　1,1,　コモン,　クリーチャー,　３緑,欠色（このカードは無色である。）目なしの見張りが戦場に出たとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを２体戦場に出す。それらは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　FromBeyond,彼方より（かなたより）,　1,1,　レア,　エンチャント,　３緑,欠色（このカードは無色である。）あなたのアップキープの開始時に、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。(１)(緑) 彼方よりを生け贄に捧げる：あなたのライブラリーからエルドラージ・カードを１枚探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　UnnaturalAggression,異常な攻撃性（いじょうなこうげきせい）,　1,1,　コモン,　インスタント,　２緑,欠色（このカードは無色である。）あなたがコントロールするクリーチャー１体と対戦相手がコントロールするクリーチャー１体を対象とする。その前者はその後者と格闘を行う。このターンにその後者が死亡するなら、代わりにそれを追放する。
　VoidAttendant,虚空の従者（こくうのじゅうしゃ）,　2,3,　アンコモン,　クリーチャー,　２緑,欠色（このカードは無色である。）(１)(緑) 追放領域から対戦相手がオーナーであるカードを１枚そのプレイヤーの墓地に置く：無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　BeastcallerSavant,獣呼びの学者（けものよびのがくしゃ）,　1,1,　レア,　クリーチャー,　１緑,速攻(Ｔ)：あなたのマナ・プールに好きな色１色のマナ１点を加える。このマナは、クリーチャー呪文を唱えるためにのみ使用できる。
　BroodhunterWurm,血統絶やしのワーム（けっとうだやしのわーむ）,　4,3,　コモン,　クリーチャー,　３緑,
　EarthenArms,大地の武装（だいちのぶそう）,　4,3,　コモン,　ソーサリー,　１緑,パーマネント１つを対象とし、それの上に+1/+1カウンターを２個置く。覚醒４―(６)(緑)（この呪文を(６)(緑)で唱えたなら、加えて、あなたがコントロールする土地１つを対象とする。それの上に+1/+1カウンターを４個置く。それは速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。）
　GiantMantis,大カマキリ（おおかまきり）,　2,4,　コモン,　クリーチャー,　３緑,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）
　GreenwardenofMurasa,ムラーサの緑守り（むらーさのみどりまもり）,　5,4,　神話レア,　クリーチャー,　４緑緑,ムラーサの緑守りが戦場に出たとき、あなたの墓地からカード１枚を対象とする。あなたはそれをあなたの手札に戻してもよい。ムラーサの緑守りが死亡したとき、あなたの墓地からカード１枚を対象とする。あなたはムラーサの緑守りを追放してもよい。そうしたなら、それをあなたの手札に戻す。
　InfusewiththeElements,大自然の注入（だいしぜんのちゅうにゅう）,　5,4,　アンコモン,　インスタント,　３緑,収斂―クリーチャー１体を対象とし、それの上に+1/+1カウンターをＸ個置く。Ｘは、大自然の注入を唱えるために支払われたマナの色の総数に等しい。ターン終了時まで、そのクリーチャーはトランプルを得る。
　JaddiOffshoot,ジャディの横枝（じゃでぃのよこえだ）,　0,3,　アンコモン,　クリーチャー,　緑,防衛上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。
　LifespringDruid,生命湧きのドルイド（いのちわきのどるいど）,　2,1,　コモン,　クリーチャー,　２緑,(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。
　MurasaRanger,ムラーサのレインジャー（むらーさのれいんじゃー）,　3,3,　アンコモン,　クリーチャー,　３緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたは(３)(緑)を支払ってもよい。そうしたなら、ムラーサのレインジャーの上に+1/+1カウンターを２個置く。
　NaturalConnection,自然の繋がり（しぜんのつながり）,　3,3,　コモン,　インスタント,　２緑,あなたのライブラリーから基本土地カードを１枚探し、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。
　Nissa'sRenewal,ニッサの復興（にっさのふっこう）,　3,3,　レア,　ソーサリー,　５緑,あなたのライブラリーから基本土地カードを最大３枚探し、それらをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。あなたは７点のライフを得る。
　Oran-RiefHydra,オラン＝リーフのハイドラ（おらんりーふのはいどら）,　5,5,　レア,　クリーチャー,　４緑緑,トランプル上陸―土地が１つあなたのコントロール下で戦場に出るたび、オラン＝リーフのハイドラの上に+1/+1カウンターを１個置く。その土地が森(Forest)であるなら、代わりにオラン＝リーフのハイドラの上に+1/+1カウンターを２個置く。
　Oran-RiefInvoker,オラン＝リーフの発動者（おらんりーふのはつどうしゃ）,　2,2,　コモン,　クリーチャー,　１緑,(８)：ターン終了時まで、オラン＝リーフの発動者は+5/+5の修整を受けるとともにトランプルを得る。
　PlatedCrusher,板金鎧の破壊屋（ばんきんよろいのはかいや）,　7,6,　アンコモン,　クリーチャー,　４緑緑緑,トランプル、呪禁
　Plummet,垂直落下（すいちょくらっか）,　7,6,　コモン,　インスタント,　１緑,飛行を持つクリーチャー１体を対象とし、それを破壊する。
　ReclaimingVines,回収蔦（かいしゅうづた）,　7,6,　コモン,　ソーサリー,　２緑緑,アーティファクト１つかエンチャント１つか土地１つを対象とし、それを破壊する。
　RetreattoKazandu,カザンドゥへの撤退（かざんどぅへのてったい）,　7,6,　アンコモン,　エンチャント,　２緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、以下から１つを選ぶ。・クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。・あなたは２点のライフを得る。
　RotShambler,腐敗のシャンブラー（ふはいのしゃんぶらー）,　1,1,　アンコモン,　クリーチャー,　１緑,あなたがコントロールする他のクリーチャーが１体死亡するたび、腐敗のシャンブラーの上に+1/+1カウンターを１個置く。
　ScytheLeopard,鎌豹（かまひょう）,　1,1,　アンコモン,　クリーチャー,　緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、鎌豹は+1/+1の修整を受ける。
　SeektheWilds,未開地の捜索（みかいちのそうさく）,　1,1,　コモン,　ソーサリー,　１緑,あなたのライブラリーの一番上から４枚のカードを見る。あなたはその中からクリーチャー・カード１枚か土地カード１枚を公開してあなたの手札に加えてもよい。残りをあなたのライブラリーの一番下に望む順番で置く。
　SnappingGnarlid,噛み付きナーリッド（かみつきなーりっど）,　2,2,　コモン,　クリーチャー,　１緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、噛み付きナーリッドは+1/+1の修整を受ける。
　SwellofGrowth,成長のうねり（せいちょうのうねり）,　2,2,　コモン,　インスタント,　１緑,クリーチャー１体を対象とする。ターン終了時まで、それは+2/+2の修整を受ける。あなたは、あなたの手札から土地カードを１枚戦場に出してもよい。
　SylvanScrying,森の占術（もりのせんじゅつ）,　2,2,　アンコモン,　ソーサリー,　１緑,あなたのライブラリーから土地カードを１枚探し、それを公開してあなたの手札に加える。その後、あなたのライブラリーを切り直す。
　TajuruBeastmaster,タジュールの獣使い（たじゅーるのけものつかい）,　5,5,　コモン,　クリーチャー,　５緑,結集―タジュールの獣使いか他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーは+1/+1の修整を受ける。
　TajuruStalwart,タジュールの重鎮（たじゅーるのじゅうちん）,　0,1,　コモン,　クリーチャー,　２緑,収斂―タジュールの重鎮は、これを唱えるために支払われたマナの色１色につき+1/+1カウンターが１個置かれた状態で戦場に出る。
　TajuruWarcaller,タジュールの戦呼び（たじゅーるのいくさよび）,　2,1,　アンコモン,　クリーチャー,　３緑緑,結集―タジュールの戦呼びか他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーは+2/+2の修整を受ける。
　TerritorialBaloth,領地のベイロス（りょうちのべいろす）,　4,4,　コモン,　クリーチャー,　４緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、領地のベイロスは+2/+2の修整を受ける。
　UndergrowthChampion,下生えの勇者（したばえのゆうしゃ）,　2,2,　神話レア,　クリーチャー,　１緑緑,+1/+1カウンターが置かれている下生えの勇者にダメージが与えられるなら、そのダメージを軽減し、下生えの勇者の上から+1/+1カウンターを１個取り除く。上陸―土地が１つあなたのコントロール下で戦場に出るたび、下生えの勇者の上に+1/+1カウンターを１個置く。
　WoodlandWanderer,放浪する森林（ほうろうするしんりん）,　2,2,　レア,　クリーチャー,　３緑,警戒、トランプル収斂―放浪する森林は、これを唱えるために支払われたマナの色１色につき+1/+1カウンターが１個置かれた状態で戦場に出る。
　BroodButcher,血統の解体者（けっとうのかいたいしゃ）,　3,3,　レア,　クリーチャー,　３黒緑,欠色（このカードは無色である。）血統の解体者が戦場に出たとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。(黒)(緑) クリーチャーを１体生け贄に捧げる：クリーチャー１体を対象とする。ターン終了時まで、それは-2/-2の修整を受ける。
　BrutalExpulsion,粗暴な排除（そぼうなはいじょ）,　3,3,　レア,　インスタント,　２青赤,欠色（このカードは無色である。）以下から１つまたは両方を選ぶ。・呪文１つかクリーチャー１体を対象とし、それをオーナーの手札に戻す。・クリーチャー１体かプレインズウォーカー１体を対象とする。粗暴な排除はそれに２点のダメージを与える。このターンにそのパーマネントが墓地に置かれるなら、代わりにそれを追放する。
　CatacombSifter,地下墓地の選別者（ちかぼちのせんべつしゃ）,　2,3,　アンコモン,　クリーチャー,　１黒緑,欠色（このカードは無色である。）地下墓地の選別者が戦場に出たとき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。あなたがコントロールする他のクリーチャーが１体死亡するたび、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）
　DustStalker,塵の中を忍び寄るもの（ちりのなかをしのびよるもの）,　5,3,　レア,　クリーチャー,　２黒赤,欠色（このカードは無色である。）速攻各終了ステップの開始時に、あなたが他の無色のクリーチャーをコントロールしていない場合、塵の中を忍び寄るものをオーナーの手札に戻す。
　FathomFeeder,深水の大喰らい（しんすいのおおぐらい）,　1,1,　レア,　クリーチャー,　青黒,欠色（このカードは無色である。）接死嚥下（このクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーは自分のライブラリーの一番上のカードを追放する。）(３)(青)(黒)：カードを１枚引く。各対戦相手はそれぞれ自分のライブラリーの一番上のカードを追放する。
　ForerunnerofSlaughter,殺戮の先陣（さつりくのせんじん）,　3,2,　アンコモン,　クリーチャー,　黒赤,欠色（このカードは無色である。）(１)：無色のクリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。
　HeraldofKozilek,コジレックの伝令（こじれっくのでんれい）,　2,4,　アンコモン,　クリーチャー,　１青赤,欠色（このカードは無色である。）あなたが無色の呪文を唱えるためのコストは(１)少なくなる。
　SireofStagnation,淀みの種父（よどみのしゅふ）,　5,7,　神話レア,　クリーチャー,　４青黒,欠色（このカードは無色である。）土地が１つ対戦相手のコントロール下で戦場に出るたび、そのプレイヤーは自分のライブラリーの一番上から２枚のカードを追放する。あなたはカードを２枚引く。
　Ulamog'sNullifier,ウラモグの失却させるもの（うらもぐのしっきゃくさせるもの）,　2,3,　アンコモン,　クリーチャー,　２青黒,欠色（このカードは無色である。）瞬速飛行ウラモグの失却させるものが戦場に出たとき、呪文１つを対象とする。あなたは追放領域から対戦相手がオーナーであるカードを２枚、それらのオーナーの墓地に置いてもよい。そうしたなら、それを打ち消す。
　AngelicCaptain,天使の隊長（てんしのたいちょう）,　4,3,　レア,　クリーチャー,　３赤白,飛行天使の隊長が攻撃するたび、ターン終了時まで、これは他の攻撃している同盟者(Ally)１体につき+1/+1の修整を受ける。
　BringtoLight,白日の下に（はくじつのもとに）,　4,3,　レア,　ソーサリー,　３緑青,収斂―あなたのライブラリーから、点数で見たマナ・コストが白日の下にを唱えるために支払われたマナの色の総数以下であるクリーチャー・カード１枚かインスタント・カード１枚かソーサリー・カード１枚探し、そのカードを追放し、その後、あなたのライブラリーを切り直す。あなたはそのカードを、そのマナ・コストを支払うことなく唱えてもよい。
　Drana'sEmissary,ドラーナの使者（どらーなのししゃ）,　2,2,　アンコモン,　クリーチャー,　１白黒,飛行あなたのアップキープの開始時に、各対戦相手はそれぞれ１点のライフを失い、あなたは１点のライフを得る。
　GroveRumbler,林の喧騒者（はやしのけんそうしゃ）,　3,3,　アンコモン,　クリーチャー,　２赤緑,トランプル上陸―土地が１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、林の喧騒者は+2/+2の修整を受ける。
　GrovetenderDruids,林番のドルイド（はやしばんのどるいど）,　3,3,　アンコモン,　クリーチャー,　２緑白,結集―林番のドルイドか他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、あなたは(１)を支払ってもよい。そうしたなら、緑の1/1の植物(Plant)クリーチャー・トークンを１体戦場に出す。
　Kiora MasteroftheDepths,深海の主、キオーラ（しんかいのあるじきおーら）,　3,3,　神話レア,　プレインズウォーカー,　２緑青,[+1]：クリーチャーを最大１体と土地を最大１つ対象とし、それらをアンタップする。[-2]：あなたのライブラリーの一番上から４枚のカードを公開する。あなたは、その中のクリーチャー・カードを最大１枚と土地カードを最大１枚あなたの手札に加えてもよい。残りをあなたの墓地に置く。[-8]：あなたは「クリーチャーが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とする。あなたは『その戦場に出たクリーチャーはそれと格闘を行う。』を選んでもよい。」を持つ紋章を得る。その後、青の8/8のタコ(Octopus)・クリーチャー・トークンを３個戦場に出す。　忠誠度：4
　MarchfromtheTomb,墓所からの行進（ぼしょからのこうしん）,　3,3,　レア,　ソーサリー,　３白黒,あなたの墓地から同盟者(Ally)クリーチャー・カードを点数で見たマナ・コストの合計が８以下であるように望む枚数対象とし、それらを戦場に戻す。
　Munda AmbushLeader,待ち伏せ隊長、ムンダ（まちぶせたいちょうむんだ）,　3,4,　レア,　伝説のクリーチャー,　２赤白,速攻結集―待ち伏せ隊長、ムンダか他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、あなたはあなたのライブラリーの一番上から４枚のカードを見てもよい。そうしたなら、その中から同盟者カードを望む枚数公開し、それらのカードをあなたのライブラリーの一番上に望む順番で、残りを一番下に望む順番で置く。
　NoyanDar RoilShaper,乱動を刻む者、ノヤン・ダール（らんどうをきざむもののやんだーる）,　4,4,　レア,　伝説のクリーチャー,　３白青,あなたがインスタント呪文１つかソーサリー呪文を１つ唱えるたび、あなたがコントロールする土地１つを対象とする。あなたはそれの上に+1/+1カウンターを３個置いてもよい。そうしたなら、その土地は速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。
　Omnath LocusofRage,怒りの座、オムナス（いかりのざおむなす）,　5,5,　神話レア,　伝説のクリーチャー,　３赤赤緑緑,上陸―土地が１つあなたのコントロール下で戦場に出るたび、赤であり緑である5/5のエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。怒りの座、オムナスかあなたがコントロールする他のエレメンタルが１体死亡するたび、クリーチャー１体かプレイヤー１人を対象とする。怒りの座、オムナスはそれに３点のダメージを与える。
　ResoluteBlademaster,毅然たる刃の達人（きぜんたるやいばのたつじん）,　2,2,　アンコモン,　クリーチャー,　３赤白,結集―毅然たる刃の達人か他の同盟者(Ally)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたがコントロールするクリーチャーは二段攻撃を得る。
　RoilSpout,乱動の噴出（らんどうのふんしゅつ）,　2,2,　アンコモン,　ソーサリー,　１白青,クリーチャー１体を対象とし、それをオーナーのライブラリーの一番上に置く。覚醒４―(４)(白)(青)（この呪文を(４)(白)(青)で唱えたなら、加えて、あなたがコントロールする土地１つを対象とする。それの上に+1/+1カウンターを４個置く。それは速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。）
　SkyriderElf,空乗りのエルフ（そらのりのえるふ）,　0,0,　アンコモン,　クリーチャー,　Ｘ緑青,飛行収斂―空乗りのエルフは、これを唱えるために支払われたマナの色１色につき+1/+1カウンターが１個置かれた状態で戦場に出る。
　VeteranWarleader,古参の戦導者（こさんのせんどうしゃ）,　*,*,　レア,　クリーチャー,　１緑白,古参の戦導者のパワーとタフネスは、それぞれあなたがコントロールするクリーチャーの総数に等しい。あなたがコントロールするアンタップ状態の他の同盟者(Ally)を１体タップする：ターン終了時まで、古参の戦導者は先制攻撃か警戒かトランプルのうち、あなたが選んだ１つを得る。
　AlignedHedronNetwork,連結面晶体構造（れんけつめんしょうたいこうぞう）,　*,*,　レア,　アーティファクト,　４,連結面晶体構造が戦場に出たとき、パワーが５以上のすべてのクリーチャーを、連結面晶体構造が戦場を離れるまで追放する。（それらのクリーチャーはオーナーのコントロール下で戦場に戻る。）
　HedronArchive,面晶体の記録庫（めんしょうたいのきろくこ）,　*,*,　アンコモン,　アーティファクト,　４,(Ｔ)：あなたのマナ・プールに(◇)(◇)を加える。(２) (Ｔ) 面晶体の記録庫を生け贄に捧げる：カードを２枚引く。
　HedronBlade,面晶体の刃（めんしょうたいのやいば）,　*,*,　コモン,　アーティファクト,　１,装備しているクリーチャーは+1/+1の修整を受ける。装備しているクリーチャーが１体以上の無色のクリーチャーによってブロックされるたび、ターン終了時まで、装備しているクリーチャーは接死を得る。（それが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、これをつける。装備はソーサリーとしてのみ行う。）
　PathwayArrows,突き抜けの矢（つきぬけのや）,　*,*,　アンコモン,　アーティファクト,　１,装備しているクリーチャーは「(２) (Ｔ)：クリーチャー１体を対象とする。このクリーチャーはそれに１点のダメージを与える。無色のクリーチャーがこれによりダメージを与えられたなら、それをタップする。」を持つ。装備(２)
