英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　DragonFodder,ドラゴンの餌（どらごんのえさ）,　0,6,　コモン,　ソーサリー,　１赤,赤の1/1のゴブリン(Goblin)・クリーチャー・トークンを２体戦場に出す。
　DragonTempest,龍の大嵐（りゅうのおおあらし）,　0,6,　レア,　エンチャント,　１赤,飛行を持つクリーチャーが１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、それは速攻を得る。ドラゴン(Dragon)が１体あなたのコントロール下で戦場に出るたび、クリーチャー１体かプレイヤー１人を対象とする。そのドラゴンはそれにＸ点のダメージを与える。Ｘは、あなたがコントロールするドラゴンの数である。
　DragonWhisperer,龍を操る者（りゅうをあやつるもの）,　2,2,　神話レア,　クリーチャー,　赤赤,(赤)：ターン終了時まで、龍を操る者は飛行を得る。(１)(赤)：ターン終了時まで、龍を操る者は+1/+0の修整を受ける。圧倒―(４)(赤)(赤)：飛行を持つ赤の4/4のドラゴン(Dragon)・クリーチャー・トークンを１体戦場に出す。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　Dragonlord'sServant,龍王の召使い（りゅうおうのめしつかい）,　1,3,　アンコモン,　クリーチャー,　１赤,あなたがドラゴン(Dragon)呪文を唱えるためのコストは(１)少なくなる。
　HardenedBerserker,鍛えられた狂戦士（きたえられたきょうせんし）,　3,2,　コモン,　クリーチャー,　２赤,鍛えられた狂戦士が攻撃するたび、このターンにあなたが次の呪文を唱えるためのコストは(１)少なくなる。
　ImpactTremors,衝撃の震え（しょうげきのふるえ）,　3,2,　コモン,　エンチャント,　１赤,クリーチャーが１体あなたのコントロール下で戦場に出るたび、衝撃の震えは各対戦相手にそれぞれ１点のダメージを与える。
　IreShaman,激憤の巫師（げきふんのふし）,　2,1,　レア,　クリーチャー,　１赤,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）大変異(赤)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）激憤の巫師が表向きになったとき、あなたのライブラリーの一番上のカードを追放する。ターン終了時まで、あなたはそのカードをプレイしてもよい。
　KindledFury,火をつける怒り（ひをつけるいかり）,　2,1,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。それはターン終了時まで+1/+0の修整を受けるとともに先制攻撃を得る。
　KolaghanAspirant,コラガンの野心家（こらがんのやしんか）,　2,1,　コモン,　クリーチャー,　１赤,コラガンの野心家がクリーチャー１体にブロックされた状態になるたび、コラガンの野心家はそのクリーチャーに１点のダメージを与える。
　KolaghanForerunners,コラガンの先陣（こらがんのせんじん）,　*,3,　アンコモン,　クリーチャー,　２赤,トランプルコラガンの先陣のパワーは、あなたがコントロールするクリーチャーの総数に等しい。疾駆(２)(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　KolaghanStormsinger,コラガンの嵐唱者（こらがんのらんしょうしゃ）,　1,1,　コモン,　クリーチャー,　赤,速攻大変異(赤)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）コラガンの嵐唱者が表向きになったとき、クリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。
　LightningBerserker,稲妻の狂戦士（いなずまのきょうせんし）,　1,1,　アンコモン,　クリーチャー,　赤,(赤)：ターン終了時まで、稲妻の狂戦士は+1/+0の修整を受ける。疾駆(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　LoseCalm,憤激（ふんげき）,　1,1,　コモン,　ソーサリー,　３赤,クリーチャー１体を対象とする。ターン終了時まで、それのコントロールを得る。そのクリーチャーをアンタップする。ターン終了時まで、それは速攻と威迫を得る。（威迫を持つクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　MagmaticChasm,溶岩の地割れ（ようがんのじわれ）,　1,1,　コモン,　ソーサリー,　１赤,このターン、飛行を持たないクリーチャーではブロックできない。
　QalSismaBehemoth,カル・シスマのビヒモス（かるしすまのびひもす）,　5,5,　アンコモン,　クリーチャー,　２赤,カル・シスマのビヒモスは、あなたが(２)を支払わないかぎり、攻撃したりブロックしたりできない。
　RendingVolley,引き裂く流弾（ひきさくりゅうだん）,　5,5,　アンコモン,　インスタント,　赤,引き裂く流弾は呪文や能力によっては打ち消されない。白か青のクリーチャー１体を対象とする。引き裂く流弾はそれに４点のダメージを与える。
　Roast,焙り焼き（あぶりやき）,　5,5,　アンコモン,　ソーサリー,　１赤,飛行を持たないクリーチャー１体を対象とする。焙り焼きはそれに５点のダメージを与える。
　SabertoothOutrider,剣歯虎の先導隊（けんしこのせんどうたい）,　4,2,　コモン,　クリーチャー,　３赤,トランプル圧倒―剣歯虎の先導隊が攻撃するたび、あなたがコントロールするクリーチャーのパワーの合計が８以上である場合、ターン終了時まで剣歯虎の先導隊は先制攻撃を得る。
　Sarkhan'sRage,サルカンの怒り（さるかんのいかり）,　4,2,　コモン,　インスタント,　４赤,クリーチャー１体かプレイヤー１人を対象とする。サルカンの怒りはそれに５点のダメージを与える。あなたがドラゴン(Dragon)をコントロールしていないなら、サルカンの怒りはあなたに２点のダメージを与える。
　Sarkhan'sTriumph,サルカンの凱旋（さるかんのがいせん）,　4,2,　アンコモン,　インスタント,　２赤,あなたのライブラリーからドラゴン(Dragon)・クリーチャー・カードを１枚探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　ScreamreachBrawler,絶叫郷の喧嘩屋（ぜっきょうきょうのけんかや）,　2,3,　コモン,　クリーチャー,　２赤,疾駆(１)(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　SeismicRupture,大地の断裂（だいちのだんれつ）,　2,3,　アンコモン,　ソーサリー,　２赤,大地の断裂は、飛行を持たない各クリーチャーにそれぞれ２点のダメージを与える。
　SprintingWarbrute,疾走する戦暴者（しっそうするせんぼうしゃ）,　5,4,　コモン,　クリーチャー,　４赤,毎ターン、疾走する戦暴者は可能なら攻撃する。疾駆(３)(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　StormcragElemental,嵐の岩山の精霊（あらしのいわやまのせいれい）,　5,5,　アンコモン,　クリーチャー,　５赤,トランプル大変異(４)(赤)(赤)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　StormwingDragon,嵐翼ドラゴン（らんよくどらごん）,　3,3,　アンコモン,　クリーチャー,　５赤,飛行、先制攻撃大変異(５)(赤)(赤)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）嵐翼ドラゴンが表向きになったとき、あなたがコントロールする他の各ドラゴン(Dragon)・クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。
　SummitProwler,山頂をうろつくもの（さんちょうをうろつくもの）,　4,3,　コモン,　クリーチャー,　２赤赤,
　TailSlash,尾の切りつけ（おのきりつけ）,　4,3,　コモン,　インスタント,　２赤,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者に、その前者のパワーに等しい点数のダメージを与える。
　ThunderbreakRegent,雷破の執政（らいはのしっせい）,　4,4,　レア,　クリーチャー,　２赤赤,飛行あなたがコントロールするドラゴン(Dragon)１体が対戦相手がコントロールする呪文や能力の対象になるたび、雷破の執政はそのプレイヤーに３点のダメージを与える。
　TormentingVoice,苦しめる声（くるしめるこえ）,　4,4,　コモン,　ソーサリー,　１赤,苦しめる声を唱えるための追加コストとしてカードを１枚捨てる。カードを２枚引く。
　TwinBolt,双雷弾（そうらいだん）,　4,4,　コモン,　インスタント,　１赤,クリーチャーやプレイヤーを１つまたは２つ対象とする。双雷弾はそれらに、２点のダメージをあなたの望むように分割して与える。
　Vandalize,破壊行為（はかいこうい）,　4,4,　コモン,　ソーサリー,　４赤,以下から１つまたは両方を選ぶ。・アーティファクト１つを対象とし、それを破壊する。・土地１つを対象とし、それを破壊する。
　VolcanicRush,火山の猛進（かざんのもうしん）,　4,4,　コモン,　インスタント,　４赤,ターン終了時まで、攻撃クリーチャーは+2/+0の修整を受けるとともにトランプルを得る。
　VolcanicVision,火山の幻視（かざんのげんし）,　4,4,　レア,　ソーサリー,　５赤赤,あなたの墓地にあるインスタント・カード１枚かソーサリー・カード１枚を対象とし、それをあなたの手札に戻す。火山の幻視はあなたの対戦相手がコントロールする各クリーチャーに、そのカードの点数で見たマナ・コストに等しい点数のダメージをそれぞれ与える。火山の幻視を追放する。
　Warbringer,戦いをもたらすもの（たたかいをもたらすもの）,　3,3,　アンコモン,　クリーチャー,　３赤,あなたが支払う疾駆コストは(２)少なくなる（このクリーチャーが戦場に出ているかぎり）。疾駆(２)(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　ZurgoBellstriker,鐘突きのズルゴ（かねつきのずるご）,　2,2,　レア,　伝説のクリーチャー,　赤,鐘突きのズルゴでは、パワーが２以上のクリーチャーをブロックできない。疾駆(１)(赤)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　AerieBowmasters,高楼の弓使い（こうろうのゆみつかい）,　3,4,　コモン,　クリーチャー,　２緑緑,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）大変異(５)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　AinokArtillerist,アイノクの弩弓手（あいのくのどきゅうしゅ）,　4,1,　コモン,　クリーチャー,　２緑,アイノクの弩弓手は、それの上に+1/+1カウンターが置かれているかぎり到達を持つ。（それは飛行を持つクリーチャーをブロックできる。）
　AinokSurvivalist,アイノクの生き残り（あいのくのいきのこり）,　2,1,　アンコモン,　クリーチャー,　１緑,大変異(１)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）アイノクの生き残りが表向きになったとき、対戦相手がコントロールするアーティファクト１つかエンチャント１つを対象とし、それを破壊する。
　AssaultFormation,突撃陣形（とつげきじんけい）,　2,1,　レア,　エンチャント,　１緑,あなたがコントロールする各クリーチャーは、パワーではなくタフネスに等しい点数の戦闘ダメージを割り振る。(緑)：防衛を持つクリーチャー１体を対象とする。このターン、それはそれが防衛を持たないかのように攻撃できる。(２)(緑)：ターン終了時まで、あなたがコントロールするクリーチャーは+0/+1の修整を受ける。
　AtarkaBeastbreaker,アタルカの獣壊し（あたるかのけものこわし）,　2,2,　コモン,　クリーチャー,　１緑,圧倒―(４)(緑)：ターン終了時まで、アタルカの獣壊しは+4/+4の修整を受ける。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　AvataroftheResolute,毅然さの化身（きぜんさのけしん）,　3,2,　レア,　クリーチャー,　緑緑,到達、トランプル毅然さの化身は、あなたがコントロールする+1/+1カウンターが置かれている他のクリーチャー１体につき、+1/+1カウンターが１個置かれた状態で戦場に出る。
　CircleofElders,長老たちの車座（ちょうろうたちのくるまざ）,　2,4,　アンコモン,　クリーチャー,　２緑緑,警戒圧倒―(Ｔ)：あなたのマナ・プールに(◇)(◇)(◇)を加える。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　CollectedCompany,集合した中隊（しゅうごうしたちゅうたい）,　2,4,　レア,　インスタント,　３緑,あなたのライブラリーの一番上から６枚のカードを見る。その中から、点数で見たマナ・コストが３以下のクリーチャー・カードを最大２枚まで戦場に出す。残りをあなたのライブラリーの一番下に望む順番で置く。
　ColossodonYearling,コロッソドンの一年仔（ころっそどんのいちねんご）,　2,4,　コモン,　クリーチャー,　２緑,
　ConiferStrider,針葉樹の徘徊者（しんようじゅのはいかいしゃ）,　5,1,　コモン,　クリーチャー,　３緑,呪禁（このクリーチャーは、対戦相手がコントロールする呪文や能力の対象にならない。）
　DeathmistRaptor,死霧の猛禽（しぎりのもうきん）,　3,3,　神話レア,　クリーチャー,　１緑緑,接死あなたがコントロールするパーマネントが１つ表向きになるたび、あなたの墓地にある死霧の猛禽を表向きまたは裏向きの状態で戦場に戻してもよい。大変異(４)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　DenProtector,棲み家の防御者（すみかのぼうぎょしゃ）,　2,1,　レア,　クリーチャー,　１緑,棲み家の防御者よりパワーの小さいクリーチャーでは、これをブロックできない。大変異(１)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）棲み家の防御者が表向きになったとき、あなたの墓地にあるカード１枚を対象とし、それをあなたの手札に戻す。
　DisplayofDominance,威圧の誇示（いあつのこじ）,　2,1,　アンコモン,　インスタント,　１緑,以下から１つを選ぶ。・クリーチャーでない青か黒のパーマネント１つを対象とし、それを破壊する。・このターン、あなたがコントロールするパーマネントはあなたの対戦相手がコントロールする青や黒の呪文の対象にならない。
　Dragon-ScarredBear,龍傷負いの熊（りゅうしょうおいのくま）,　3,2,　コモン,　クリーチャー,　２緑,圧倒―(１)(緑)：龍傷負いの熊を再生する。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　Dromoka'sGift,ドロモカの贈り物（どろもかのおくりもの）,　3,2,　アンコモン,　インスタント,　４緑,鼓舞４を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に+1/+1カウンターを４個置く。）
　EpicConfrontation,勇壮な対決（ゆうそうなたいけつ）,　3,2,　コモン,　ソーサリー,　１緑,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は+1/+2の修整を受ける。その前者はその後者と格闘を行う。（それぞれはもう一方に自身のパワーに等しい点数のダメージを与える。）
　ExplosiveVegetation,爆発的植生（ばくはつてきしょくせい）,　3,2,　アンコモン,　ソーサリー,　３緑,あなたのライブラリーから基本土地カードを最大２枚まで探し、それらをタップ状態で戦場に出す。その後あなたのライブラリーを切り直す。
　Foe-RazerRegent,仇滅の執政（きゅうめつのしっせい）,　4,5,　レア,　クリーチャー,　５緑緑,飛行仇滅の執政が戦場に出たとき、あなたがコントロールしていないクリーチャー１体を対象とする。あなたは「仇滅の執政はそれと格闘を行う」ことを選んでもよい。あなたがコントロールするクリーチャー１体が格闘を行うたび、次の終了ステップの開始時に、それの上に+1/+1カウンターを２個置く。
　GladeWatcher,林間の見張り（りんかんのみはり）,　3,3,　コモン,　クリーチャー,　１緑,防衛圧倒―(緑)：このターン、林間の見張りは防衛を持たないかのように攻撃できる。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　GuardianShield-Bearer,盾を持つ守護者（たてをもつしゅごしゃ）,　2,1,　コモン,　クリーチャー,　１緑,大変異(３)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）盾を持つ守護者が表向きになったとき、あなたがコントロールする他のクリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。
　HerdchaserDragon,群追いドラゴン（むれおいどらごん）,　3,3,　アンコモン,　クリーチャー,　５緑,飛行、トランプル大変異(５)(緑)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）群追いドラゴンが表向きになったとき、あなたがコントロールする他の各ドラゴン(Dragon)・クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。
　InspiringCall,鼓舞する呼び声（こぶするよびごえ）,　3,3,　アンコモン,　インスタント,　２緑,あなたがコントロールする+1/+1カウンターが置かれているクリーチャー１体につき、カードを１枚引く。ターン終了時まで、それらのクリーチャーは破壊不能を得る。（ダメージや「破壊する」と書かれた効果では、それらは破壊されない。）
　LurkingArynx,隠れ潜むエイリンクス（かくれひそむえいりんくす）,　3,5,　アンコモン,　クリーチャー,　４緑,圧倒―(２)(緑)：クリーチャー１体を対象とする。このターン、それは可能なら隠れ潜むエイリンクスをブロックする。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　Naturalize,帰化（きか）,　3,5,　コモン,　インスタント,　１緑,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。
　ObscuringAEther,遮る霊気（さえぎるれいき）,　3,5,　レア,　エンチャント,　緑,あなたが裏向きのクリーチャー呪文を唱えるためのコストは(１)少なくなる。(１)(緑)：遮る霊気を裏向きにする。（これは2/2のクリーチャーになる。）
　PinionFeast,切翼の宴（せつよくのうたげ）,　3,5,　コモン,　インスタント,　４緑,飛行を持つクリーチャー１体を対象とし、それを破壊する。鼓舞２を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に+1/+1カウンターを２個置く。）
　PresstheAdvantage,押し進み（おしすすみ）,　3,5,　アンコモン,　インスタント,　２緑緑,クリーチャーを最大２体まで対象とする。ターン終了時まで、それらはそれぞれ+2/+2の修整を受けるとともにトランプルを得る。
　RevealingWind,暴露する風（ばくろするかぜ）,　3,5,　コモン,　インスタント,　２緑,このターンに与えられるすべての戦闘ダメージを軽減する。あなたは攻撃またはブロックしている裏向きの各クリーチャーの表側をそれぞれ見てもよい。
　SaltRoadAmbushers,塩路の伏兵（えんろのふくへい）,　3,3,　アンコモン,　クリーチャー,　３緑,あなたがコントロールする他のパーマネント１つが表向きになるたび、それがクリーチャーである場合、それの上に+1/+1カウンターを２個置く。大変異(３)(緑)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　SaltRoadQuartermasters,塩路補給部隊（えんろほきゅうぶたい）,　1,1,　アンコモン,　クリーチャー,　２緑,塩路補給部隊は+1/+1カウンターが２個置かれた状態で戦場に出る。(２)(緑) 塩路補給部隊から+1/+1カウンターを１個取り除く：クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。
　SandsteppeScavenger,砂草原のゴミあさり（すなそうげんのごみあさり）,　2,2,　コモン,　クリーチャー,　４緑,砂草原のゴミあさりが戦場に出たとき、鼓舞２を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に+1/+1カウンターを２個置く。）
　ScaleguardSentinels,鱗衛兵の歩哨（うろこえいへいのほしょう）,　2,3,　アンコモン,　クリーチャー,　緑緑,鱗衛兵の歩哨を唱えるための追加コストとして、あなたの手札にあるドラゴン(Dragon)・カードを１枚公開してもよい。あなたが鱗衛兵の歩哨を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、鱗衛兵の歩哨は+1/+1カウンターが１個置かれた状態で戦場に出る。
　SegmentedKrotiq,分節クロティク（ぶんせつくろてぃく）,　6,5,　コモン,　クリーチャー,　５緑,大変異(６)(緑)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）
　ServantoftheScale,鱗の召使い（うろこのめしつかい）,　0,0,　コモン,　クリーチャー,　緑,鱗の召使いは+1/+1カウンターが１個置かれた状態で戦場に出る。鱗の召使いが死亡したとき、あなたがコントロールするクリーチャー１体を対象とし、それの上に+1/+1カウンターをＸ個置く。Ｘは、鱗の召使いの上に置かれている+1/+1カウンターの総数に等しい。
　ShamanofForgottenWays,失われた業の巫師（うしなわれたわざのふし）,　2,3,　神話レア,　クリーチャー,　２緑,(Ｔ)：あなたのマナ・プールに、好きな色の組み合わせのマナ２点を加える。このマナは、クリーチャー呪文を唱えるためにのみ使用できる。圧倒―(９)(緑)(緑) (Ｔ)：各プレイヤーのライフの総量は、そのプレイヤーがコントロールするクリーチャーの総数に等しくなる。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
　ShapetheSands,砂の造形（すなのぞうけい）,　2,3,　コモン,　インスタント,　緑,クリーチャー１体を対象とする。ターン終了時まで、それは+0/+5の修整を受けるとともに到達を得る。（それは飛行を持つクリーチャーをブロックできる。）
　ShelteredAerie,遮蔽された高楼（しゃへいされたこうろう）,　2,3,　コモン,　エンチャント,　２緑,エンチャント（土地）エンチャントされている土地は「(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ２点を加える。」を持つ。
　SightoftheScalelords,鱗王の監視（りんおうのかんし）,　2,3,　アンコモン,　エンチャント,　４緑,あなたのターンの戦闘の開始時に、ターン終了時まで、あなたがコントロールするタフネスが４以上のクリーチャーは+2/+2の修整を受けるとともに警戒を得る。
　StampedingElkHerd,突進する大鹿の群れ（とっしんするおおじかのむれ）,　5,5,　コモン,　クリーチャー,　３緑緑,圧倒―突進する大鹿の群れが攻撃するたび、あなたがコントロールするクリーチャーのパワーの合計が８以上である場合、ターン終了時まであなたがコントロールするクリーチャーはトランプルを得る。
　Sunbringer'sTouch,太陽運びの接触（たいようはこびのせっしょく）,　5,5,　レア,　ソーサリー,　２緑緑,鼓舞Ｘを行う。Ｘはあなたの手札のカードの枚数に等しい。ターン終了時まで、あなたがコントロールする+1/+1カウンターが置かれている各クリーチャーは、それぞれトランプルを得る。（鼓舞Ｘを行うには、あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に+1/+1カウンターをＸ個置く。）
　Surrak theHuntCaller,狩猟の統率者、スーラク（しゅりょうのとうそつしゃすーらく）,　5,4,　レア,　伝説のクリーチャー,　２緑緑,圧倒―あなたのターンの戦闘の開始時に、あなたがコントロールするクリーチャーのパワーの合計が８以上である場合、あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。
　TreadUpon,踏み付け（ふみつけ）,　5,4,　コモン,　インスタント,　１緑,クリーチャー１体を対象とする。ターン終了時まで、それは+2/+2の修整を受けるとともにトランプルを得る。
　ArashinSovereign,アラシンの君主（あらしんのくんしゅ）,　6,6,　レア,　クリーチャー,　５緑白,飛行アラシンの君主が死亡したとき、これをオーナーのライブラリーの一番上か一番下に置いてもよい。
　Atarka'sCommand,アタルカの命令（あたるかのめいれい）,　6,6,　レア,　インスタント,　赤緑,以下から２つを選ぶ。・このターン、あなたの対戦相手はライフを得られない。・アタルカの命令は各対戦相手にそれぞれ３点のダメージを与える。・あなたは、あなたの手札にある土地カードを１枚戦場に出してもよい。・ターン終了時まで、あなたがコントロールするクリーチャーは+1/+1の修整を受けるとともに到達を得る。
　BoltwingMarauder,雷光翼の匪賊（らいこうよくのひぞく）,　5,4,　レア,　クリーチャー,　３黒赤,飛行他のクリーチャーが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とする。ターン終了時まで、それは+2/+0の修整を受ける。
　CunningBreezedancer,狡猾な微風舞い（こうかつなびふうまい）,　4,4,　アンコモン,　クリーチャー,　４白青,飛行あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、狡猾な微風舞いは+2/+2の修整を受ける。
　DragonlordAtarka,龍王アタルカ（りゅうおうあたるか）,　8,8,　神話レア,　伝説のクリーチャー,　５赤緑,飛行、トランプル龍王アタルカが戦場に出たとき、対戦相手がコントロールする、クリーチャーやプレインズウォーカーを望む数だけ対象とする。龍王アタルカはそれらに５点のダメージをあなたの望むように分割して与える。
　DragonlordDromoka,龍王ドロモカ（りゅうおうどろもか）,　5,7,　神話レア,　伝説のクリーチャー,　４緑白,龍王ドロモカは打ち消されない。飛行、絆魂あなたのターンの間、あなたの対戦相手は呪文を唱えられない。
　DragonlordKolaghan,龍王コラガン（りゅうおうこらがん）,　6,5,　神話レア,　伝説のクリーチャー,　４黒赤,飛行、速攻あなたがコントロールする他のクリーチャーは速攻を持つ。対戦相手が、自分の墓地にあるいずれかのカードと同じ名前を持つ、クリーチャー呪文かプレインズウォーカー呪文を１つ唱えるたび、そのプレイヤーは１０点のライフを失う。
　DragonlordOjutai,龍王オジュタイ（りゅうおうおじゅたい）,　5,4,　神話レア,　伝説のクリーチャー,　３白青,飛行龍王オジュタイがアンタップ状態であるかぎり、これは呪禁を持つ。龍王オジュタイがプレイヤー１人に戦闘ダメージを与えるたび、あなたのライブラリーの一番上から３枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
　DragonlordSilumgar,龍王シルムガル（りゅうおうしるむがる）,　3,5,　神話レア,　伝説のクリーチャー,　４青黒,飛行、接死龍王シルムガルが戦場に出たとき、クリーチャー１体かプレインズウォーカー１体を対象とする。あなたが龍王シルムガルをコントロールし続けているかぎり、それのコントロールを得る。
　Dromoka'sCommand,ドロモカの命令（どろもかのめいれい）,　3,5,　レア,　インスタント,　緑白,以下から２つを選ぶ。・インスタント呪文１つかソーサリー呪文１つを対象とする。このターン、それが与えるすべてのダメージを軽減する。・プレイヤー１人を対象とする。そのプレイヤーはエンチャントを１つ生け贄に捧げる。・クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。・あなたがコントロールするクリーチャー１体とあなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者と格闘を行う。
　EnduringScalelord,忍耐の鱗王（にんたいのりんおう）,　4,4,　アンコモン,　クリーチャー,　４緑白,飛行あなたがコントロールする他のクリーチャー１体の上に+1/+1カウンターが１個以上置かれるたび、あなたは忍耐の鱗王の上に+1/+1カウンターを１個置いてもよい。
　HarbingeroftheHunt,狩りの先駆け（かりのさきがけ）,　5,3,　レア,　クリーチャー,　３赤緑,飛行(２)(赤)：狩りの先駆けは、飛行を持たない各クリーチャーにそれぞれ１点のダメージを与える。(２)(緑)：狩りの先駆けは、飛行を持つ他の各クリーチャーにそれぞれ１点のダメージを与える。
　Kolaghan'sCommand,コラガンの命令（こらがんのめいれい）,　5,3,　レア,　インスタント,　１黒赤,以下から２つを選ぶ。・あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。・プレイヤー１人を対象とする。そのプレイヤーはカードを１枚捨てる。・アーティファクト１つを対象とし、それを破壊する。・クリーチャー１体かプレイヤー１人を対象とする。コラガンの命令はそれに２点のダメージを与える。
　NarsetTranscendent,卓絶のナーセット（たくぜつのなーせっと）,　5,3,　神話レア,　プレインズウォーカー,　２白青,[+1]：あなたのライブラリーの一番上のカードを見る。それがクリーチャーでも土地でもないカードであるなら、あなたはそれを公開してあなたの手札に加えてもよい。[-2]：このターン、あなたが次にあなたの手札からインスタント呪文かソーサリー呪文を唱えたとき、それは反復を得る。[-9]：あなたは「あなたの対戦相手はクリーチャーでない呪文を唱えられない。」を持つ紋章を得る。　忠誠度：6
