英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　FalloftheTitans,巨人の陥落（きょじんのかんらく）,　4,3,　レア,　インスタント,　ＸＸ赤,怒濤(Ｘ)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）クリーチャーやプレイヤーを最大２つまで対象とする。巨人の陥落はそれらにそれぞれＸ点のダメージを与える。
　GoblinDark-Dwellers,ゴブリンの闇住まい（ごぶりんのやみずまい）,　4,4,　レア,　クリーチャー,　３赤赤,威迫ゴブリンの闇住まいが戦場に出たとき、あなたの墓地から点数で見たマナ・コストが３以下の、インスタント・カード１枚かソーサリー・カード１枚を対象とする。あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。このターンにそのカードがあなたの墓地に置かれるなら、代わりにそれを追放する。
　GoblinFreerunner,ゴブリンの自在駆け（ごぶりんのじざいかけ）,　3,2,　コモン,　クリーチャー,　３赤,怒濤(１)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　Kazuul'sTollCollector,カズールの徴収者（かずーるのちょうしゅうしゃ）,　3,2,　アンコモン,　クリーチャー,　２赤,(０)：あなたがコントロールする装備品(Equipment)１つを対象とし、それをカズールの徴収者につける。この能力は、あなたがソーサリーを唱えられるときにのみ起動できる。
　OathofChandra,チャンドラの誓い（ちゃんどらのちかい）,　3,2,　レア,　伝説のエンチャント,　１赤,チャンドラの誓いが戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とする。チャンドラの誓いはそれに３点のダメージを与える。各終了ステップの開始時に、そのターンにプレインズウォーカーがあなたのコントロール下で戦場に出ていた場合、チャンドラの誓いは各対戦相手にそれぞれ２点のダメージを与える。
　PressintoService,抑圧的支配（よくあつてきしはい）,　3,2,　アンコモン,　ソーサリー,　４赤,支援２を行う。（クリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）クリーチャー１体を対象とし、ターン終了時までそれのコントロールを得る。そのクリーチャーをアンタップする。ターン終了時まで、それは速攻を得る。
　Pyromancer'sAssault,紅蓮術師の突撃（ぐれんじゅつしのとつげき）,　3,2,　アンコモン,　エンチャント,　３赤,あなたが各ターンのあなたの２つ目の呪文を唱えるたび、クリーチャー１体かプレイヤー１人を対象とする。紅蓮術師の突撃はそれに２点のダメージを与える。
　RecklessBushwhacker,無謀な奇襲隊（むぼうなきしゅうたい）,　2,1,　アンコモン,　クリーチャー,　２赤,怒濤(１)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）速攻無謀な奇襲隊が戦場に出たとき、これの怒濤コストが支払われていた場合、ターン終了時まで、あなたがコントロールする他のクリーチャーは+1/+0の修整を受けるとともに速攻を得る。
　Sparkmage'sGambit,火花魔道士の計略（ひばなまどうしのけいりゃく）,　2,1,　コモン,　ソーサリー,　１赤,クリーチャーを最大２体対象とする。火花魔道士の計略はそれらにそれぞれ１点のダメージを与える。このターン、それらではブロックできない。
　TearsofValakut,ヴァラクートの涙（う゛ぁらくーとのなみだ）,　2,1,　アンコモン,　インスタント,　１赤,ヴァラクートの涙は呪文や能力によっては打ち消されない。飛行を持つクリーチャー１体を対象とする。ヴァラクートの涙はそれに５点のダメージを与える。
　TyrantofValakut,ヴァラクートの暴君（う゛ぁらくーとのぼうくん）,　5,4,　レア,　クリーチャー,　５赤赤,怒濤(３)(赤)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）飛行ヴァラクートの暴君が戦場に出たとき、これの怒濤コストが支払われていた場合、クリーチャー１体かプレイヤー１人を対象とする。ヴァラクートの暴君はそれに３点のダメージを与える。
　Zada'sCommando,ザダの猛士（ざだのもうし）,　2,1,　コモン,　クリーチャー,　１赤,先制攻撃盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：対戦相手１人を対象とする。ザダの猛士はそのプレイヤーに１点のダメージを与える。
　BirthingHulk,産み落とす巨体（うみおとすきょたい）,　5,4,　アンコモン,　クリーチャー,　６緑,欠色（このカードは無色である。）産み落とす巨体が戦場に出たとき、あなたは無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを２体戦場に出す。それらは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。（(◇)は無色マナを表す。）(１)(◇)：産み落とす巨体を再生する。
　RuininTheirWake,残された廃墟（のこされたはいきょ）,　5,4,　アンコモン,　ソーサリー,　１緑,欠色（このカードは無色である。）あなたのライブラリーから基本土地カードを１枚探し、それを公開する。あなたが《荒地/Wastes》という名前の土地をコントロールしているなら、あなたはそのカードをタップ状態で戦場に出してもよい。そうでないなら、そのカードをあなたの手札に加える。その後、あなたのライブラリーを切り直す。
　ScionSummoner,末裔招き（まつえいまねき）,　2,2,　コモン,　クリーチャー,　２緑,欠色（このカードは無色である。）末裔招きが戦場に出たとき、あなたは無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。（(◇)は無色マナを表す。）
　StalkingDrone,忍び寄りドローン（しのびよりどろーん）,　2,2,　コモン,　クリーチャー,　１緑,欠色（このカードは無色である。）(◇)：ターン終了時まで、忍び寄りドローンは+1/+2の修整を受ける。この能力は、毎ターン１回のみ起動できる。（(◇)は無色マナを表す。）
　VileRedeemer,卑小な回収者（ひしょうなかいしゅうしゃ）,　3,3,　レア,　クリーチャー,　２緑,欠色（このカードは無色である。）瞬速あなたが卑小な回収者を唱えたとき、あなたは(◇)を支払ってもよい。そうしたなら、このターンにあなたのコントロール下で死亡したトークンでないクリーチャー１体につき、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それらのトークンは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　WorldBreaker,世界を壊すもの（せかいをこわすもの）,　5,7,　神話レア,　クリーチャー,　６緑,欠色（このカードは無色である。）あなたが世界を壊すものを唱えたとき、アーティファクト１つかエンチャント１つか土地１つを対象とし、それを追放する。到達(２)(◇) 土地を１つ生け贄に捧げる：あなたの墓地から世界を壊すものをあなたの手札に戻す。（(◇)は無色マナを表す。）
　BalothPup,ベイロスの仔（べいろすのこ）,　3,1,　アンコモン,　クリーチャー,　１緑,ベイロスの仔の上に+1/+1カウンターが置かれているかぎり、これはトランプルを持つ。
　BondsofMortality,死すべき定め（しすべきさだめ）,　3,1,　アンコモン,　エンチャント,　１緑,死すべき定めが戦場に出たとき、カードを１枚引く。(緑)：ターン終了時まで、対戦相手がコントロールするクリーチャーは呪禁と破壊不能を失う。
　CanopyGorger,梢喰らい（こずえくらい）,　6,5,　コモン,　クリーチャー,　４緑緑,
　ElementalUprising,大自然の反撃（だいしぜんはんげき）,　6,5,　コモン,　インスタント,　１緑,あなたがコントロールする土地１つを対象とする。ターン終了時まで、それは速攻を持つ4/4のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。このターン、それは可能ならブロックされなければならない。
　EmbodimentofInsight,洞察の具象化（どうさつのぐしょうか）,　4,4,　アンコモン,　クリーチャー,　４緑,警戒あなたがコントロールする土地・クリーチャーは警戒を持つ。上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたがコントロールする土地１つを対象とする。あなたは「ターン終了時まで、それは速攻を持つ3/3のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。」を選んでもよい。
　GladehartCavalry,林鹿騎兵隊（はやしじかきへいたい）,　6,6,　レア,　クリーチャー,　５緑緑,林鹿騎兵隊が戦場に出たとき、支援６を行う。（他のクリーチャーを最大６体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）あなたがコントロールする+1/+1カウンターが置かれているクリーチャーが１体死亡するたび、あなたは２点のライフを得る。
　HarvesterTroll,収穫トロール（しゅうかくとろーる）,　2,3,　アンコモン,　クリーチャー,　３緑,収穫トロールが戦場に出たとき、あなたはクリーチャー１体か土地１つを生け贄に捧げてもよい。そうしたなら、収穫トロールの上に+1/+1カウンターを２個置く。
　LeadbyExample,模範提示（もはんていじ）,　2,3,　コモン,　インスタント,　１緑,支援２を行う。（クリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）
　LoamLarva,壌土の幼生（じょうどのようせい）,　1,3,　コモン,　クリーチャー,　１緑,壌土の幼生が戦場に出たとき、あなたはあなたのライブラリーから基本土地カードを１枚探してもよい。そうしたなら、それを公開し、あなたのライブラリーを切り直し、そのカードをあなたのライブラリーの一番上に置く。
　NaturalState,自然のままに（しぜんのままに）,　1,3,　コモン,　インスタント,　緑,点数で見たマナ・コストが３以下の、アーティファクト１つかエンチャント１つを対象とし、それを破壊する。
　NetcasterSpider,網投げ蜘蛛（あみなげくも）,　2,3,　コモン,　クリーチャー,　２緑,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）網投げ蜘蛛が飛行を持つクリーチャーを１体ブロックするたび、ターン終了時まで、網投げ蜘蛛は+2/+0の修整を受ける。
　Nissa VoiceofZendikar,ゼンディカーの代弁者、ニッサ（ぜんでぃかーのだいべんしゃにっさ）,　2,3,　神話レア,　プレインズウォーカー,　１緑緑,[+1]：緑の0/1の植物(Plant)クリーチャー・トークンを１体戦場に出す。[-2]：あなたがコントロールする各クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。[-7]：あなたはＸ点のライフを得てＸ枚のカードを引く。Ｘは、あなたがコントロールする土地の総数に等しい。　忠誠度：3
　Nissa'sJudgment,ニッサの裁き（にっさのさばき）,　2,3,　アンコモン,　ソーサリー,　４緑,支援２を行う。（クリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）対戦相手がコントロールするクリーチャーを最大１体対象とする。あなたがコントロールする+1/+1カウンターが置かれている各クリーチャーは、それぞれそれのパワーに等しい点数のダメージをそのクリーチャーに与える。
　OathofNissa,ニッサの誓い（にっさのちかい）,　2,3,　レア,　伝説のエンチャント,　緑,ニッサの誓いが戦場に出たとき、あなたのライブラリーの一番上から３枚のカードを見る。あなたはその中からクリーチャー・カード１枚か土地カード１枚かプレインズウォーカー・カード１枚を公開してもよい。そうしたなら、それをあなたの手札に加える。残りをあなたのライブラリーの一番下に望む順番で置く。あなたは、プレインズウォーカー呪文を唱えるために、任意のマナを望む色のマナであるかのように支払ってもよい。
　PulseofMurasa,ムラーサの胎動（むらーさのたいどう）,　2,3,　コモン,　インスタント,　２緑,墓地からクリーチャー・カード１枚か土地カード１枚を対象とし、それをオーナーの手札に戻す。あなたは６点のライフを得る。
　SaddlebackLagac,鞍背ラガーク（くらせらがーく）,　3,1,　コモン,　クリーチャー,　３緑,鞍背ラガークが戦場に出たとき、支援２を行う。（他のクリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）
　SeedGuardian,種子の守護者（しゅしのしゅごしゃ）,　3,4,　アンコモン,　クリーチャー,　２緑緑,到達種子の守護者が死亡したとき、緑のX/Xのエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。Ｘは、あなたの墓地にあるクリーチャー・カードの総数に等しい。
　SylvanAdvocate,森の代言者（もりのだいげんしゃ）,　2,3,　レア,　クリーチャー,　１緑,警戒あなたが６つ以上の土地をコントロールしているかぎり、森の代言者とあなたがコントロールする土地クリーチャーは+2/+2の修整を受ける。
　TajuruPathwarden,タジュールの道守（たじゅーるのみちもり）,　5,4,　コモン,　クリーチャー,　４緑,警戒、トランプル
　VinesoftheRecluse,イトグモの蔦（いとぐものつた）,　5,4,　コモン,　インスタント,　緑,クリーチャー１体を対象とする。ターン終了時まで、それは+1/+2の修整を受けるとともに到達を得る。それをアンタップする。（到達を持つクリーチャーは飛行を持つクリーチャーをブロックできる。）
　ZendikarResurgent,ゼンディカーの復興者（ぜんでぃかーのふっこうしゃ）,　5,4,　レア,　エンチャント,　５緑緑,あなたがマナを引き出す目的で土地を１つタップするたび、その土地が生み出したいずれかのタイプのマナ１点をあなたのマナ・プールに加える。（マナのタイプとは、白か青か黒か赤か緑か無色である。）あなたがクリーチャー呪文を１つ唱えるたび、カードを１枚引く。
　FlayerDrone,鞭打ちドローン（むちうちどろーん）,　3,1,　アンコモン,　クリーチャー,　１黒赤,欠色（このカードは無色である。）先制攻撃他の無色のクリーチャーが１体あなたのコントロール下で戦場に出るたび、対戦相手１人を対象とする。そのプレイヤーは１点のライフを失う。
　Mindmelter,精神溶かし（せいしんとかし）,　2,2,　アンコモン,　クリーチャー,　１青黒,欠色（このカードは無色である。）精神溶かしはブロックされない。(３)(◇)：対戦相手１人を対象とする。そのプレイヤーは自分の手札からカードを１枚追放する。この能力は、あなたがソーサリーを唱えられるときにのみ起動できる。（(◇)は無色マナを表す。）
　VoidGrafter,虚空を継ぐもの（こくうをつぐもの）,　2,4,　アンコモン,　クリーチャー,　１緑青,欠色（このカードは無色である。）瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）虚空を継ぐものが戦場に出たとき、あなたがコントロールする他のクリーチャー１体を対象とする。ターン終了時まで、それは呪禁を得る。
　Ayli EternalPilgrim,永代巡礼者、アイリ（えいだいじゅんれいしゃあいり）,　2,3,　レア,　伝説のクリーチャー,　白黒,接死(１) 他のクリーチャーを１体生け贄に捧げる：あなたは生け贄に捧げたクリーチャーのタフネスに等しい点数のライフを得る。(１)(白)(黒) 他のクリーチャーを１体生け贄に捧げる：土地でないパーマネント１つを対象とし、それを追放する。この能力は、あなたのライフの総量がゲーム開始時よりも１０点以上多いときにのみ起動できる。
　BalothNull,ベイロスの虚身（べいろすのきょしん）,　4,5,　アンコモン,　クリーチャー,　４黒緑,ベイロスの虚身が戦場に出たとき、あなたの墓地からクリーチャー・カードを最大２枚まで対象とし、それらをあなたの手札に戻す。
　CliffhavenVampire,岸壁安息所の吸血鬼（がんぺきあんそくじょのきゅうけつき）,　2,4,　アンコモン,　クリーチャー,　２白黒,飛行あなたがライフを得るたび、各対戦相手はそれぞれ１点のライフを失う。
　JoragaAuxiliary,ジョラーガの援軍（じょらーがのえんぐん）,　2,3,　アンコモン,　クリーチャー,　１緑白,(４)(緑)(白)：支援２を行う。（他のクリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）
　JoriEn RuinDiver,遺跡潜り、ジョリー・エン（いせきもぐりじょりーえん）,　2,3,　レア,　伝説のクリーチャー,　１青赤,あなたが各ターンのあなたの２つ目の呪文を唱えるたび、カードを１枚引く。
　MinaandDenn Wildborn,野生生まれのミーナとデーン（やせいうまれのみーなとでーん）,　4,4,　レア,　伝説のクリーチャー,　２赤緑,あなたの各ターンに、あなたは追加の土地を１つプレイしてもよい。(赤)(緑) あなたがコントロールする土地を１つ、オーナーの手札に戻す：クリーチャー１体を対象とする。ターン終了時まで、それはトランプルを得る。
　ReflectorMage,反射魔道士（はんしゃまどうし）,　2,3,　アンコモン,　クリーチャー,　１白青,反射魔道士が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とし、それをオーナーの手札に戻す。あなたの次のターンまで、そのクリーチャーのオーナーはそれと同じ名前を持つ呪文を唱えられない。
　RelentlessHunter,執拗な狩人（しつようなかりゅうど）,　3,3,　アンコモン,　クリーチャー,　１赤緑,(１)(赤)(緑)：ターン終了時まで、執拗な狩人は+1/+1の修整を受けるとともにトランプルを得る。
　StormchaserMage,嵐追いの魔道士（あらしおいのまどうし）,　1,3,　アンコモン,　クリーチャー,　青赤,飛行、速攻果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）
　WeaponsTrainer,武器の教練者（ぶきのきょうれんしゃ）,　3,2,　アンコモン,　クリーチャー,　赤白,あなたが装備品(Equipment)をコントロールしているかぎり、あなたがコントロールする他のクリーチャーは+1/+0の修整を受ける。
　BoneSaw,骨の鋸（ほねののこ）,　3,2,　コモン,　アーティファクト,　０,装備しているクリーチャーは+1/+0の修整を受ける。装備(１)（(１)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　Captain'sClaws,隊長の鉤爪（たいちょうのかぎづめ）,　3,2,　レア,　アーティファクト,　２,装備しているクリーチャーは+1/+0の修整を受ける。装備しているクリーチャーが攻撃するたび、白の1/1のコー(Kor)・同盟者(Ally)クリーチャー・トークンを１体、タップ状態で攻撃している状態で戦場に出す。装備(１)
　ChitinousCloak,甲殻の外套（こうかくのがいとう）,　3,2,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは、+2/+2の修整を受けるとともに威迫を持つ。（それは２体以上のクリーチャーによってしかブロックされない。）装備(３)
　HedronCrawler,面晶体の這行器（めんしょうたいのしゃこうき）,　0,1,　コモン,　アーティファクト・クリーチャー,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）
　Seer'sLantern,予見者のランタン（よけんしゃのらんたん）,　0,1,　コモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(２) (Ｔ)：占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）
　StoneforgeMasterwork,石鍛冶の傑作（いしかじのけっさく）,　0,1,　レア,　アーティファクト,　１,装備しているクリーチャーは、あなたがコントロールする、それと共通のクリーチャー・タイプを持つ他のクリーチャー１体につき+1/+1の修整を受ける。装備(２)
　StriderHarness,闊歩するものの装具（かっぽするもののそうぐ）,　0,1,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは+1/+1の修整を受けるとともに速攻を持つ。装備(１)
　CinderBarrens,燃え殻の痩せ地（もえがらのやせち）,　0,1,　アンコモン,　土地,　３,燃え殻の痩せ地はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(黒)か(赤)を加える。
　CorruptedCrossroads,廃集落（はいしゅうらく）,　0,1,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(Ｔ) ライフを１点支払う：あなたのマナ・プールに、好きな色１色のマナ１点を加える。このマナは欠色を持つ呪文を唱えるためにのみ使用できる。
　CrumblingVestige,崩壊する痕跡（ほうかいするこんせき）,　0,1,　コモン,　土地,　３,崩壊する痕跡はタップ状態で戦場に出る。崩壊する痕跡が戦場に出たとき、あなたのマナ・プールに好きな色１色のマナ１点を加える。(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）
　HissingQuagmire,風切る泥沼（かぜきるどろぬま）,　0,1,　レア,　土地,　３,風切る泥沼はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(黒)か(緑)を加える。(１)(黒)(緑)：ターン終了時まで、風切る泥沼は接死を持つ黒であり緑である2/2のエレメンタル(Elemental)・クリーチャーになる。これは土地でもある。
　HoldoutSettlement,抵抗者の居住地（ていこうしゃのきょじゅうち）,　0,1,　コモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(Ｔ) あなたがコントロールするアンタップ状態のクリーチャーを１体タップする：あなたのマナ・プールに、好きな色１色のマナ１点を加える。
　MeanderingRiver,曲がりくねる川（まがりくねるかわ）,　0,1,　アンコモン,　土地,　３,曲がりくねる川はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(白)か(青)を加える。
　Mirrorpool,鏡の池（かがみのいけ）,　0,1,　神話レア,　土地,　３,鏡の池はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(◇)を加える。(２)(◇) (Ｔ) 鏡の池を生け贄に捧げる：あなたがコントロールする、インスタント呪文１つかソーサリー呪文１つを対象とし、それをコピーする。あなたはそのコピーの新しい対象を選んでもよい。(４)(◇) (Ｔ) 鏡の池を生け贄に捧げる：あなたがコントロールするクリーチャー１体を対象とし、それのコピーであるトークンを１体戦場に出す。
　NeedleSpires,鋭い突端（するどいとったん）,　0,1,　レア,　土地,　３,鋭い突端はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(白)を加える。(２)(赤)(白)：ターン終了時まで、鋭い突端は二段攻撃を持つ赤であり白である2/1のエレメンタル(Elemental)・クリーチャーになる。これは土地でもある。
　RuinsofOran-Rief,オラン＝リーフの廃墟（おらんりーふのはいきょ）,　0,1,　レア,　土地,　３,オラン＝リーフの廃墟はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(Ｔ)：このターンに戦場に出た無色のクリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。
　SeaGateWreckage,海門の残骸（かいもんのざんがい）,　0,1,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(２)(◇) (Ｔ)：カードを１枚引く。この能力は、あなたの手札にカードがないときにのみ起動できる。
　SubmergedBoneyard,水没した骨塚（すいぼつしたほねづか）,　0,1,　アンコモン,　土地,　３,水没した骨塚はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(青)か(黒)を加える。
　TimberGorge,森林の地溝（しんりんのちこう）,　0,1,　アンコモン,　土地,　３,森林の地溝はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(緑)を加える。
　TranquilExpanse,平穏なる広野（へいおんなるこうや）,　0,1,　アンコモン,　土地,　３,平穏なる広野はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(白)を加える。
　UnknownShores,未知の岸（みちのきし）,　0,1,　コモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）(１) (Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。
　WanderingFumarole,さまよう噴気孔（さまようふんきこう）,　0,1,　レア,　土地,　３,さまよう噴気孔はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(青)か(赤)を加える。(２)(青)(赤)：ターン終了時まで、さまよう噴気孔は「(０)：ターン終了時まで、このクリーチャーのパワーとタフネスを入れ替える。」を持つ青であり赤である1/4のエレメンタル(Elemental)・クリーチャーになる。これは土地でもある。
　Wastes,荒地（あれち）,　0,1,　コモン,　基本土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。
　Wastes,荒地（あれち）,　0,1,　コモン,　基本土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。
