英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　FieryConclusion,焦熱の結末（しょうねつのけつまつ）,　3,2,　アンコモン,　インスタント,　１赤,焦熱の結末を唱えるための追加コストとして、クリーチャーを１体生け贄に捧げる。クリーチャー１体を対象とする。焦熱の結末はそれに５点のダメージを与える。
　FieryImpulse,焦熱の衝動（しょうねつのしょうどう）,　3,2,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。焦熱の衝動はそれに２点のダメージを与える。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、焦熱の衝動はそのクリーチャーに２点の代わりに３点のダメージを与える。
　FirefiendElemental,炎魔の精霊（えんまのせいれい）,　3,2,　コモン,　クリーチャー,　３赤,速攻（このクリーチャーは、あなたのコントロール下になってすぐに攻撃したり(Ｔ)したりできる。）高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）
　FlameshadowConjuring,炎影の妖術（えんえいのようじゅつ）,　3,2,　レア,　エンチャント,　３赤,トークンでないクリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたは(赤)を支払ってもよい。そうしたなら、あなたはそのクリーチャーのコピーであるトークンを１体戦場に出す。そのトークンは速攻を得る。次の終了ステップの開始時に、それを追放する。
　GhirapurAEtherGrid,ギラプールの霊気格子（ぎらぷーるのれいきごうし）,　3,2,　アンコモン,　エンチャント,　２赤,あなたがコントロールするアンタップ状態のアーティファクトを２つタップする：クリーチャー１体かプレイヤー１人を対象とする。ギラプールの霊気格子はそれに１点のダメージを与える。
　GhirapurGearcrafter,ギラプールの歯車造り（ぎらぷーるのはぐるまづくり）,　2,1,　コモン,　クリーチャー,　２赤,ギラプールの歯車造りが戦場に出たとき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体戦場に出す。（飛行を持つクリーチャーは、飛行や到達を持たないクリーチャーによってはブロックされない。）
　GoblinGloryChaser,ゴブリンの栄光追い（ごぶりんのえいこうおい）,　1,1,　アンコモン,　クリーチャー,　赤,高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）ゴブリンの栄光追いが高名であるかぎり、これは威迫を持つ。（これは２体以上のクリーチャーによってしかブロックされない。）
　GoblinPiledriver,ゴブリンの群衆追い（ごぶりんのぐんしゅうおい）,　1,2,　レア,　クリーチャー,　１赤,プロテクション（青）（このクリーチャーは青のものに対して、ブロックされず、対象にならず、ダメージを与えられず、エンチャントされない。）ゴブリンの群衆追いが攻撃するたび、それはターン終了時まで他の攻撃しているゴブリン(Goblin)１体につき+2/+0の修整を受ける。
　InfectiousBloodlust,伝染性渇血症（でんせんせいかっけつしょう）,　1,2,　コモン,　エンチャント,　１赤,エンチャント（クリーチャー）エンチャントされているクリーチャーは+2/+1の修整を受けるとともに速攻を持つ。毎ターン、それは可能なら攻撃する。エンチャントされているクリーチャーが死亡したとき、あなたはあなたのライブラリーから《伝染性渇血症/InfectiousBloodlust》という名前のカードを１枚探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　LightningJavelin,稲妻の投槍（いなずまのなげやり）,　1,2,　コモン,　ソーサリー,　３赤,クリーチャー１体かプレイヤー１人を対象とする。稲妻の投槍はそれに３点のダメージを与える。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）
　Mage-RingBully,魔道士輪の暴漢（まどうしりんのぼうかん）,　2,2,　コモン,　クリーチャー,　１赤,果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）毎ターン、魔道士輪の暴漢は可能なら攻撃する。
　MagmaticInsight,マグマの洞察力（まぐまのどうさつりょく）,　2,2,　アンコモン,　ソーサリー,　赤,マグマの洞察力を唱えるための追加コストとして、土地カードを１枚捨てる。カードを２枚引く。
　MoltenVortex,溶鉄の渦（ようてつのうず）,　2,2,　レア,　エンチャント,　赤,(赤) 土地カードを１枚捨てる：クリーチャー１体かプレイヤー１人を対象とする。溶鉄の渦はそれに２点のダメージを与える。
　PiaandKiranNalaar,ピア・ナラーとキラン・ナラー（ぴあならーときらんならー）,　2,2,　レア,　伝説のクリーチャー,　２赤赤,ピア・ナラーとキラン・ナラーが戦場に出たとき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを２体戦場に出す。(２)(赤) アーティファクトを１つ生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象とする。ピア・ナラーとキラン・ナラーはそれに２点のダメージを与える。
　Prickleboar,トゲイノシシ（とげいのしし）,　3,3,　コモン,　クリーチャー,　４赤,あなたのターンであるかぎり、トゲイノシシは+2/+0の修整を受けるとともに先制攻撃を持つ。（これは先制攻撃を持たないクリーチャーより先に戦闘ダメージを与える。）
　RavagingBlaze,残虐無道の猛火（ざんぎゃくむどうのもうか）,　3,3,　アンコモン,　インスタント,　Ｘ赤赤,クリーチャー１体を対象とする。残虐無道の猛火はそれにＸ点のダメージを与える。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、残虐無道の猛火はそのクリーチャーのコントローラーにもＸ点のダメージを与える。
　Scab-ClanBerserker,瘡蓋族の狂戦士（かさぶたぞくのきょうせんし）,　2,2,　レア,　クリーチャー,　１赤赤,速攻高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）対戦相手がクリーチャーでない呪文を１つ唱えるたび、瘡蓋族の狂戦士が高名である場合、瘡蓋族の狂戦士はそのプレイヤーに２点のダメージを与える。
　SeismicElemental,地震の精霊（じしんのせいれい）,　4,4,　アンコモン,　クリーチャー,　３赤赤,地震の精霊が戦場に出たとき、このターン、飛行を持たないクリーチャーではブロックできない。
　SkyrakerGiant,空荒らしの巨人（そらあらしのきょじん）,　4,3,　アンコモン,　クリーチャー,　２赤赤,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）
　SmashtoSmithereens,粉々（こなごな）,　4,3,　コモン,　インスタント,　１赤,アーティファクト１つを対象とし、それを破壊する。粉々は、そのアーティファクトのコントローラーに３点のダメージを与える。
　SubterraneanScout,地底の斥候（ちていのせっこう）,　2,1,　コモン,　クリーチャー,　１赤,地底の斥候が戦場に出たとき、パワーが２以下のクリーチャー１体を対象とする。このターン、それはブロックされない。
　ThopterEngineer,飛行機械技師（ひこうきかいぎし）,　1,3,　アンコモン,　クリーチャー,　２赤,飛行機械技師が戦場に出たとき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体戦場に出す。あなたがコントロールするアーティファクト・クリーチャーは速攻を持つ。（それらはあなたのコントロール下になってすぐに攻撃したり(Ｔ)したりできる。）
　Titan'sStrength,タイタンの力（たいたんのちから）,　1,3,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。それはターン終了時まで+3/+1の修整を受ける。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）
　VolcanicRambler,火山の彷徨（かざんのほうこう）,　6,4,　コモン,　クリーチャー,　５赤,(２)(赤)：プレイヤー１人を対象とする。火山の彷徨はそのプレイヤーに１点のダメージを与える。
　AerialVolley,空への斉射（そらへのせいしゃ）,　6,4,　コモン,　インスタント,　緑,飛行を持つクリーチャーを、１体か２体か３体対象とする。空への斉射は、それらに３点のダメージをあなたの望むように分割して与える。
　Animist'sAwakening,精霊信者の覚醒（せいれいしんじゃのかくせい）,　6,4,　レア,　ソーサリー,　Ｘ緑,あなたのライブラリーの一番上からＸ枚のカードを公開する。その中にある土地カードをすべてタップ状態で戦場に出し、残りをあなたのライブラリーの一番下に無作為の順番で置く。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、それらの土地をアンタップする。
　CausticCaterpillar,苛性イモムシ（かせいいもむし）,　1,1,　コモン,　クリーチャー,　緑,(１)(緑) 苛性イモムシを生け贄に捧げる：アーティファクト１つかエンチャント１つを対象とし、それを破壊する。
　ConclaveNaturalists,議事会の自然主義者（ぎじかいのしぜんしゅぎしゃ）,　4,4,　アンコモン,　クリーチャー,　４緑,議事会の自然主義者が戦場に出たとき、アーティファクト１つかエンチャント１つを対象とする。あなたはそれを破壊してもよい。
　Dwynen Gilt-LeafDaen,光り葉の将帥、ドゥイネン（ひかりばのしょうすいどぅいねん）,　3,4,　レア,　伝説のクリーチャー,　２緑緑,到達あなたがコントロールする他のエルフ(Elf)・クリーチャーは+1/+1の修整を受ける。光り葉の将帥、ドゥイネンが攻撃するたび、あなたがコントロールする攻撃しているエルフ１体につき、あなたは１点のライフを得る。
　Dwynen'sElite,ドゥイネンの精鋭（どぅいねんのせいえい）,　2,2,　アンコモン,　クリーチャー,　１緑,ドゥイネンの精鋭が戦場に出たとき、あなたが他のエルフ(Elf)をコントロールしている場合、緑の1/1のエルフ・戦士(Warrior)クリーチャー・トークンを１体戦場に出す。
　ElementalBond,精霊の絆（せいれいのきずな）,　2,2,　アンコモン,　エンチャント,　２緑,パワーが３以上のクリーチャーが１体あなたのコントロール下で戦場に出るたび、カードを１枚引く。
　ElvishVisionary,エルフの幻想家（えるふのげんそうか）,　1,1,　コモン,　クリーチャー,　１緑,エルフの幻想家が戦場に出たとき、カードを１枚引く。
　EvolutionaryLeap,進化の飛躍（しんかのひやく）,　1,1,　レア,　エンチャント,　１緑,(緑) クリーチャーを１体生け贄に捧げる：あなたのライブラリーの一番上から、クリーチャー・カードが公開されるまでカードを公開する。そのカードをあなたの手札に加え、残りをあなたのライブラリーの一番下に無作為の順番で置く。
　Gaea'sRevenge,ガイアの復讐者（がいあのふくしゅうしゃ）,　8,5,　レア,　クリーチャー,　５緑緑,ガイアの復讐者は打ち消されない。速攻ガイアの復讐者は緑でない呪文や緑でない発生源の能力の対象にならない。
　GatherthePack,群れの結集（むれのけっしゅう）,　8,5,　アンコモン,　ソーサリー,　１緑,あなたのライブラリーの一番上から５枚のカードを公開する。あなたは、その中からクリーチャー・カードを１枚あなたの手札に加えてもよい。残りをあなたの墓地に置く。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、公開されたカードの中からクリーチャー・カードを、１枚の代わりに最大２枚まであなたの手札に加える。
　TheGreatAurora,大オーロラ（だいおーろら）,　8,5,　神話レア,　ソーサリー,　６緑緑緑,各プレイヤーはそれぞれ、自分の手札にあるすべてのカードと自分がオーナーであるすべてのパーマネントを自分のライブラリーに加えて切り直し、その後それらの枚数に等しい枚数のカードを引く。各プレイヤーはそれぞれ、自分の手札から望む枚数の土地カードを戦場に出してもよい。大オーロラを追放する。
　HeraldofthePantheon,万神殿の伝令（まんしんでんのでんれい）,　2,2,　レア,　クリーチャー,　１緑,あなたがエンチャント呪文を唱えるためのコストは(１)少なくなる。あなたがエンチャント呪文を１つ唱えるたび、あなたは１点のライフを得る。
　HitchclawRecluse,絡み爪のイトグモ（からみづめのいとぐも）,　1,4,　コモン,　クリーチャー,　２緑,到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）
　HonoredHierarch,名誉ある教主（めいよあるきょうしゅ）,　1,1,　レア,　クリーチャー,　緑,高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）名誉ある教主が高名であるかぎり、これは警戒と「(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。」を持つ。
　JoragaInvocation,ジョラーガの祈祷（じょらーがのきとう）,　1,1,　アンコモン,　ソーサリー,　４緑緑,ターン終了時まで、あなたがコントロールしている各クリーチャーはそれぞれ+3/+3の修整を受ける。このターン、あなたがコントロールしている各クリーチャーはそれぞれ可能ならブロックされなければならない。
　LeafGilder,葉光らせ（はひからせ）,　2,1,　コモン,　クリーチャー,　１緑,(Ｔ)：あなたのマナ・プールに(緑)を加える。
　LlanowarEmpath,ラノワールの共感者（らのわーるのきょうかんしゃ）,　2,2,　コモン,　クリーチャー,　３緑,ラノワールの共感者が戦場に出たとき、占術２を行い、その後あなたのライブラリーの一番上のカードを公開する。それがクリーチャー・カードである場合、それをあなたの手札に加える。（占術２を行うには、あなたのライブラリーのカードを上から２枚見る。それらのうち、望む枚数のカードをそのライブラリーの一番下に望む順番で置き、残りをそのライブラリーの一番上に望む順番で置く。）
　ManagorgerHydra,マナ喰らいのハイドラ（まなくらいのはいどら）,　1,1,　レア,　クリーチャー,　２緑,トランプル（攻撃しているこのクリーチャーは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）プレイヤーが呪文を１つ唱えるたび、マナ喰らいのハイドラの上に+1/+1カウンターを１個置く。
　MantleofWebs,蜘蛛の網のマントル（くものあみのまんとる）,　1,1,　コモン,　エンチャント,　１緑,エンチャント（クリーチャー）エンチャントされているクリーチャーは+1/+3の修整を受けるとともに到達を持つ。（それは飛行を持つクリーチャーをブロックできる。）
　MightoftheMasses,大群の力（たいぐんのちから）,　1,1,　コモン,　インスタント,　緑,クリーチャー１体を対象とする。それはターン終了時まで、あなたがコントロールするクリーチャー１体につき+1/+1の修整を受ける。
　Nissa SageAnimist,精霊信者の賢人、ニッサ（せいれいしんじゃのけんじんにっさ）,　2,2,　神話レア,　〔緑〕プレインズウォーカー,　２緑,巨森の予見者、ニッサが戦場に出たとき、あなたはあなたのライブラリーから基本森(Forest)カードを１枚探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。土地が１つあなたのコントロール下で戦場に出るたび、あなたが７つ以上の土地をコントロールしている場合、巨森の予見者、ニッサを追放し、その後、これを変身させた状態でオーナーのコントロール下で戦場に戻す。[+1]：あなたのライブラリーの一番上のカードを公開する。それが土地カードであるなら、それを戦場に出す。そうでないなら、それをあなたの手札に加える。[-2]：《目覚めし世界、アシャヤ/Ashaya theAwokenWorld》という名前の緑の4/4の伝説のエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。[-7]：土地を最大６つまで対象とし、それらをアンタップする。それらはそれぞれ6/6のエレメンタル・クリーチャーになる。それらは土地でもある。　忠誠度：3
　Nissa'sPilgrimage,ニッサの巡礼（にっさのじゅんれい）,　2,2,　コモン,　ソーサリー,　２緑,あなたのライブラリーから基本森(Forest)カードを最大２枚まで探し、それらを公開し、１枚をタップ状態で戦場に出し、残りをあなたの手札に加える。その後、あなたのライブラリーを切り直す。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、あなたのライブラリーから基本森カードを最大２枚の代わりに最大３枚まで探す。
　Nissa'sRevelation,ニッサの天啓（にっさのてんけい）,　2,2,　レア,　ソーサリー,　５緑緑,占術５を行い、その後あなたのライブラリーの一番上のカードを公開する。それがクリーチャー・カードであるなら、あなたはそのカードのパワーに等しい枚数のカードを引き、それのタフネスに等しい点数のライフを得る。
　OrchardSpirit,果樹園の霊魂（かじゅえんのれいこん）,　2,2,　コモン,　クリーチャー,　２緑,果樹園の霊魂は、飛行か到達を持つクリーチャーによってしかブロックされない。
　OutlandColossus,辺境地の巨人（へんきょうちのきょじん）,　6,6,　レア,　クリーチャー,　３緑緑,高名６（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを６個置く。これは高名になる。）辺境地の巨人は、２体以上のクリーチャーによってはブロックされない。
　Pharika'sDisciple,ファリカの信奉者（ふぁりかのしんぽうしゃ）,　2,3,　コモン,　クリーチャー,　３緑,接死（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）
　Reclaim,回収（かいしゅう）,　2,3,　コモン,　インスタント,　緑,あなたの墓地にあるカード１枚を対象とし、それをあなたのライブラリーの一番上に置く。
　RhoxMaulers,ロウクスのやっかいもの（ろうくすのやっかいもの）,　4,4,　コモン,　クリーチャー,　４緑,トランプル（攻撃しているこのクリーチャーは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）高名２（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを２個置く。これは高名になる。）
　SkysnareSpider,空網蜘蛛（そらあみぐも）,　6,6,　アンコモン,　クリーチャー,　４緑緑,警戒（このクリーチャーは攻撃してもタップしない。）到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）
　SomberwaldAlpha,ソンバーワルドの頭目（そんばーわるどのとうもく）,　3,2,　アンコモン,　クリーチャー,　３緑,あなたがコントロールするクリーチャー１体がブロックされた状態になるたび、ターン終了時まで、それは+1/+1の修整を受ける。(１)(緑)：あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それはトランプルを得る。（攻撃しているそれは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）
　SylvanMessenger,森の伝書使（もりのでんしょし）,　2,2,　アンコモン,　クリーチャー,　３緑,トランプル（攻撃しているこのクリーチャーは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）森の伝書使が戦場に出たとき、あなたのライブラリーのカードを上から４枚公開する。これにより公開されたすべてのエルフ(Elf)・カードをあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
　TimberpackWolf,森林群れの狼（しんりんむれのおおかみ）,　2,2,　コモン,　クリーチャー,　１緑,森林群れの狼は、あなたがコントロールする他の《森林群れの狼/TimberpackWolf》という名前のクリーチャー１体につき+1/+1の修整を受ける。
　TitanicGrowth,剛力化（ごうりきか）,　2,2,　コモン,　インスタント,　１緑,クリーチャー１体を対象とする。それはターン終了時まで+4/+4の修整を受ける。
　UndercityTroll,地底街のトロール（ちていがいのとろーる）,　2,2,　アンコモン,　クリーチャー,　１緑,高名１（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを１個置く。これは高名になる。）(２)(緑)：地底街のトロールを再生する。（このターン、次にそのクリーチャーが破壊されるなら、それは破壊されない。代わりに、それをタップし、ダメージをすべて取り除き、戦闘から取り除く。）
　ValeronWardens,ヴァレロンの管理人（う゛ぁれろんのかんりにん）,　1,3,　アンコモン,　クリーチャー,　２緑,高名２（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを２個置く。これは高名になる。）あなたがコントロールするクリーチャーが１体高名になるたび、カードを１枚引く。
　VastwoodGorger,巨森を喰らうもの（きょしんをくらうもの）,　5,6,　コモン,　クリーチャー,　５緑,
　VineSnare,蔦の罠（つたのわな）,　5,6,　コモン,　インスタント,　２緑,このターン、パワーが４以下のクリーチャーが与えるすべての戦闘ダメージを軽減する。
　WildInstincts,野性の本能（やせいのほんのう）,　5,6,　コモン,　ソーサリー,　３緑,あなたがコントロールするクリーチャー１体と、対戦相手がコントロールするクリーチャー１体を対象とする。ターン終了時まで、その前者は+2/+2の修整を受ける。その前者はその後者と格闘を行う。（それぞれはもう一方に自身のパワーに等しい点数のダメージを与える。
　WoodlandBellower,森林の怒声吠え（しんりんのどせいぼえ）,　6,5,　神話レア,　クリーチャー,　４緑緑,森林の怒声吠えが戦場に出たとき、あなたはあなたのライブラリーから、点数で見たマナ・コストが３以下の伝説でない緑のクリーチャー・カードを１枚探してもよい。そうしたなら、それを戦場に出し、その後あなたのライブラリーを切り直す。
　Yeva'sForcemage,イェヴァの腕力魔道士（いぇう゛ぁのわんりょくまどうし）,　2,2,　コモン,　クリーチャー,　２緑,イェヴァの腕力魔道士が戦場に出たとき、クリーチャー１体を対象とする。それはターン終了時まで+2/+2の修整を受ける。
　Zendikar'sRoil,ゼンディカーの乱動（ぜんでぃかーのらんどう）,　2,2,　アンコモン,　エンチャント,　３緑緑,土地が１つあなたのコントロール下で戦場に出るたび、緑の2/2のエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。
　BlazingHellhound,猛火のヘルハウンド（もうかのへるはうんど）,　4,3,　アンコモン,　クリーチャー,　２黒赤,(１) 他のクリーチャーを１体生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象する。猛火のヘルハウンドはそれに１点のダメージを与える。
　Blood-CursedKnight,血に呪われた騎士（ちにのろわれたきし）,　3,2,　アンコモン,　クリーチャー,　１白黒,あなたがエンチャントをコントロールしているかぎり、血に呪われた騎士は+1/+1の修整を受けるとともに絆魂を持つ。（このクリーチャーがダメージを与える場合、さらにあなたは同じ点数のライフを得る。）
　BoundingKrasis,跳ねる混成体（はねるこんせいたい）,　3,3,　アンコモン,　クリーチャー,　１緑青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）跳ねる混成体が戦場に出たとき、クリーチャー１体を対象とする。あなたはそれをタップまたはアンタップしてもよい。
　CitadelCastellan,城塞の主（じょうさいのあるじ）,　2,3,　アンコモン,　クリーチャー,　１緑白,警戒（このクリーチャーは攻撃してもタップしない。）高名２（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを２個置く。これは高名になる。）
　Iroas'sChampion,イロアスの勇者（いろあすのゆうしゃ）,　2,2,　アンコモン,　クリーチャー,　１赤白,二段攻撃（このクリーチャーは先制攻撃と通常の戦闘ダメージの両方を与える。）
　PossessedSkaab,取り憑かれたスカーブ（とりつかれたすかーぶ）,　3,2,　アンコモン,　クリーチャー,　３青黒,取り憑かれたスカーブが戦場に出たとき、あなたの墓地にあるインスタント・カード１枚かソーサリー・カード１枚かクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。取り憑かれたスカーブが死亡するなら、代わりにこれを追放する。
　ReclusiveArtificer,隠棲した工匠（いんせいしたこうしょう）,　2,3,　アンコモン,　クリーチャー,　２青赤,速攻（このクリーチャーは、あなたのコントロール下になってすぐに攻撃したり(Ｔ)したりできる。）隠棲した工匠が戦場に出たとき、クリーチャー１体を対象とする。あなたは「隠棲した工匠はそれに、あなたがコントロールするアーティファクトの総数に等しい点数のダメージを与える。」を選んでもよい。
　ShamanofthePack,群れのシャーマン（むれのしゃーまん）,　3,2,　アンコモン,　クリーチャー,　１黒緑,群れのシャーマンが戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールするエルフ(Elf)の総数に等しい点数のライフを失う。
　ThunderclapWyvern,雷鳴のワイヴァーン（らいめいのわいう゛ぁーん）,　2,3,　アンコモン,　クリーチャー,　２白青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）飛行他のあなたがコントロールする飛行を持つクリーチャーは+1/+1の修整を受ける。
　ZendikarIncarnate,ゼンディカーの具現（ぜんでぃかーのぐげん）,　*,4,　アンコモン,　クリーチャー,　２赤緑,ゼンディカーの具現のパワーは、あなたがコントロールする土地の総数に等しい。
　Alchemist'sVial,錬金術師の薬瓶（れんきんじゅつしのくすりびん）,　*,4,　コモン,　アーティファクト,　２,錬金術師の薬瓶が戦場に出たとき、カードを１枚引く。(１) (Ｔ) 錬金術師の薬瓶を生け贄に捧げる：クリーチャー１体を対象とする。このターン、それでは攻撃したりブロックしたりできない。
　Alhammarret'sArchive,アルハマレットの書庫（あるはまれっとのしょこ）,　*,4,　神話レア,　伝説のアーティファクト,　５,あなたがライフを得るなら、代わりにあなたはその２倍の点数のライフを得る。あなたが自分の各ドロー・ステップで引く１枚目のカード以外にカードを１枚引くなら、代わりにカードを２枚引く。
　Angel'sTomb,天使の墳墓（てんしのふんぼ）,　*,4,　アンコモン,　アーティファクト,　３,あなたのコントロール下でクリーチャーが１体戦場に出るたび、あなたは「天使の墳墓はターン終了時まで飛行を持つ白の3/3の天使(Angel)アーティファクト・クリーチャーになる」ことを選んでもよい。
　BondedConstruct,結束した構築物（けっそくしたこうちくぶつ）,　2,1,　コモン,　アーティファクト・クリーチャー,　１,結束した構築物は単独では攻撃できない。
　Brawler'sPlate,喧嘩屋の板金鎧（けんかやのばんきんよろい）,　2,1,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは+2/+2の修整を受けるとともにトランプルを持つ。（攻撃しているそれは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）装備(４)（(４)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　ChiefoftheFoundry,鋳造所の隊長（ちゅうぞうしょのたいちょう）,　2,3,　アンコモン,　アーティファクト・クリーチャー,　３,あなたがコントロールする他のアーティファクト・クリーチャーは+1/+1の修整を受ける。
　Gold-ForgedSentinel,黄金造りの歩哨（おうごんづくりのほしょう）,　4,4,　アンコモン,　アーティファクト・クリーチャー,　６,飛行
　GuardianAutomaton,護衛する自動機械（ごえいするじどうきかい）,　3,3,　コモン,　アーティファクト・クリーチャー,　４,護衛する自動機械が死亡したとき、あなたは３点のライフを得る。
　GuardiansofMeletis,メレティスの守護者（めれてぃすのしゅごしゃ）,　0,6,　コモン,　アーティファクト・クリーチャー,　３,防衛（このクリーチャーは攻撃できない。）
　HangarbackWalker,搭載歩行機械（とうさいほこうきかい）,　0,0,　レア,　アーティファクト・クリーチャー,　ＸＸ,搭載歩行機械は、+1/+1カウンターがＸ個置かれた状態で戦場に出る。搭載歩行機械が死亡したとき、これの上に置かれている+1/+1カウンター１個につき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体戦場に出す。(１) (Ｔ)：搭載歩行機械の上に+1/+1カウンターを１個置く。
　HelmoftheGods,神々の兜（かみがみのかぶと）,　0,0,　レア,　アーティファクト,　１,装備しているクリーチャーは、あなたがコントロールするエンチャント１つにつき+1/+1の修整を受ける。装備(１)（(１)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　JayemdaeTome,ジェイムデー秘本（じぇいむでーひほん）,　0,0,　アンコモン,　アーティファクト,　４,(４) (Ｔ)：カードを１枚引く。
　Mage-RingResponder,魔道士輪の対応者（まどうしりんのたいおうしゃ）,　7,7,　レア,　アーティファクト・クリーチャー,　７,魔道士輪の対応者は、あなたのアンタップ・ステップにアンタップしない。(７)：魔道士輪の対応者をアンタップする。魔道士輪の対応者が攻撃するたび、防御プレイヤーがコントロールするクリーチャー１体を対象とする。魔道士輪の対応者はそれに７点のダメージを与える。
　Meteorite,隕石（いんせき）,　7,7,　アンコモン,　アーティファクト,　５,隕石が戦場に出たとき、クリーチャー１体かプレイヤー１人を対象とする。隕石はそれに２点のダメージを与える。(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。
　OrbsofWarding,護法の宝珠（ごほうのほうじゅ）,　7,7,　レア,　アーティファクト,　５,あなたは呪禁を持つ。（あなたは、あなたの対戦相手がコントロールする呪文や能力の対象にならない。）クリーチャーがあなたにダメージを与えるなら、そのダメージを１点軽減する。
　PrismRing,プリズムの指輪（ぷりずむのゆびわ）,　7,7,　アンコモン,　アーティファクト,　１,プリズムの指輪が戦場に出るに際し、色を１色選ぶ。あなたが選ばれた色の呪文を１つ唱えるたび、あなたは１点のライフを得る。
　Pyromancer'sGoggles,紅蓮術師のゴーグル（ぐれんじゅつしのごーぐる）,　7,7,　神話レア,　伝説のアーティファクト,　５,(Ｔ)：あなたのマナ・プールに(赤)を加える。このマナが赤のインスタント呪文か赤のソーサリー呪文を唱えるために支払われたとき、その呪文をコピーする。あなたはそのコピーの新しい対象を選んでもよい。
