英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　EnlightenedManiac,悟った狂人（さとったきょうじん）,　0,2,　コモン,　クリーチャー,　３青,悟った狂人が戦場に出たとき、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　ExultantCultist,歓喜する信者（かんきするしんじゃ）,　2,2,　コモン,　クリーチャー,　２青,歓喜する信者が死亡したとき、カードを１枚引く。
　Fogwalker,霧歩き（きりあるき）,　1,3,　コモン,　クリーチャー,　１青,潜伏（このクリーチャーは、これより大きなパワーを持つクリーチャーによってはブロックされない。）霧歩きが戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とする。それはそれのコントローラーの次のアンタップ・ステップにアンタップしない。
　Fortune'sFavor,偏った幸運（かたよったこううん）,　1,3,　アンコモン,　インスタント,　３青,対戦相手１人を対象とする。そのプレイヤーはあなたのライブラリーの一番上からカードを４枚見て、それらを裏向きの束１つと表向きの束１つに分ける。一方の束をあなたの手札に加え、もう一方をあなたの墓地に置く。
　GeistoftheArchives,書庫の霊（しょこのれい）,　0,4,　アンコモン,　クリーチャー,　２青,防衛あなたのアップキープの開始時に、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）
　GrislyAnglerfish,不気味なアンコウ（ぶきみなあんこう）,　4,5,　アンコモン,　クリーチャー,　２青,(Ｔ)：あなたのライブラリーの一番上からカードを２枚あなたの墓地に置く。その後、あなたの墓地に無色のクリーチャー・カードがあるなら、白髪交じりの釣り人を変身させる。(６)：このターン、対戦相手がコントロールするクリーチャーは可能なら攻撃する。
　IdentityThief,身分泥棒（みぶんどろぼう）,　0,3,　レア,　クリーチャー,　２青青,身分泥棒が攻撃したとき、他のトークンでないクリーチャー１体を対象とする。あなたはそれを追放してもよい。そうしたなら、ターン終了時まで、身分泥棒はそのクリーチャーのコピーになる。次の終了ステップの開始時に、その追放されたカードをオーナーのコントロール下で戦場に戻す。
　ImprisonedintheMoon,月への封印（つきへのふういん）,　0,3,　レア,　エンチャント,　２青,エンチャント（クリーチャーか土地かプレインズウォーカー）エンチャントされているパーマネントは「(Ｔ)：あなたのマナ・プールに(◇)を加える。」を持つ無色の土地であるとともに、他のすべてのカード・タイプと能力を失う。
　IngeniousSkaab,巧妙なスカーブ（こうみょうなすかーぶ）,　2,3,　コモン,　クリーチャー,　２青,果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）(青)：ターン終了時まで、巧妙なスカーブは+1/-1の修整を受ける。
　LaboratoryBrute,研究室の粗暴者（けんきゅうしつのそぼうしゃ）,　3,3,　コモン,　クリーチャー,　３青,研究室の粗暴者が戦場に出たとき、あなたのライブラリーの一番上からカードを４枚あなたの墓地に置く。
　LunarForce,月の力（つきのちから）,　3,3,　アンコモン,　エンチャント,　２青,対戦相手が呪文を１つ唱えたとき、月の力を生け贄に捧げるとともに、その呪文を打ち消す。
　MausoleumWanderer,霊廟の放浪者（れいびょうのほうろうしゃ）,　1,1,　レア,　クリーチャー,　青,飛行他のスピリット(Spirit)が１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、霊廟の放浪者は+1/+1の修整を受ける。霊廟の放浪者を生け贄に捧げる：インスタント呪文１つかソーサリー呪文１つを対象とする。そのコントローラーが(Ｘ)を支払わないかぎり、それを打ち消す。Ｘは、霊廟の放浪者のパワーに等しい。
　Mind'sDilation,意識の拡張（いしきのかくちょう）,　1,1,　神話レア,　エンチャント,　５青青,対戦相手１人が各ターンの自分の１つ目の呪文を唱えるたび、そのプレイヤーは自分のライブラリーの一番上のカードを追放する。それが土地でないカードであるなら、あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。
　NebelgastHerald,ネベルガストの伝令（ねべるがすとのでんれい）,　2,1,　アンコモン,　クリーチャー,　２青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）飛行ネベルガストの伝令か他のスピリット(Spirit)が１体あなたのコントロール下で戦場に出るたび、対戦相手がコントロールするクリーチャー１体を対象とし、それをタップする。
　NiblisofFrost,霜のニブリス（しものにぶりす）,　3,3,　レア,　クリーチャー,　２青青,飛行果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）あなたがインスタント呪文かソーサリー呪文を１つ唱えるたび、対戦相手がコントロールするクリーチャー１体を対象とし、それをタップする。そのクリーチャーは、それのコントローラーの次のアンタップ・ステップにアンタップしない。
　ScourtheLaboratory,研究室の捜索（けんきゅうしつのそうさく）,　3,3,　アンコモン,　インスタント,　４青青,昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるなら、研究室の捜索を唱えるためのコストは(２)少なくなる。カードを３枚引く。
　SpontaneousMutation,突発的変化（とっぱつてきへんか）,　3,3,　コモン,　エンチャント,　青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）エンチャント（クリーチャー）エンチャントされているクリーチャーは-X/-0の修整を受ける。Ｘは、あなたの墓地にあるカードの枚数に等しい。
　SummaryDismissal,即時却下（そくじきゃっか）,　3,3,　レア,　インスタント,　２青青,他のすべての呪文を追放し、すべての能力を打ち消す。
　TakeInventory,棚卸し（たなおろし）,　3,3,　コモン,　ソーサリー,　１青,カードを１枚引き、その後カードを、あなたの墓地にある《棚卸し/TakeInventory》という名前のカードの枚数に等しい枚数引く。
　TatteredHaunter,ぼろぼろの憑依者（ぼろぼろのひょういしゃ）,　2,1,　コモン,　クリーチャー,　１青,飛行ぼろぼろの憑依者は飛行を持つクリーチャーのみをブロックできる。
　TurnAside,取り繕い（とりつくろい）,　2,1,　コモン,　インスタント,　青,あなたがコントロールするパーマネントを対象とする呪文１つを対象とし、それを打ち消す。
　Unsubstantiate,非実体化（ひじったいか）,　2,1,　アンコモン,　インスタント,　１青,呪文１つかクリーチャー１体を対象とし、それをオーナーの手札に戻す。
　WharfInfiltrator,波止場の潜入者（はとばのせんにゅうしゃ）,　1,1,　レア,　クリーチャー,　１青,潜伏（このクリーチャーは、これより大きなパワーを持つクリーチャーによってはブロックされない。）波止場の潜入者がプレイヤー１人に戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。そうしたなら、カード１枚を捨てる。あなたがクリーチャー・カードを１枚捨てるたび、あなたは(２)を支払ってもよい。そうしたなら、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　BoonofEmrakul,エムラクールの加護（えむらくーるのかご）,　1,1,　コモン,　エンチャント,　２黒,エンチャント（クリーチャー）エンチャントされているクリーチャーは+3/-3の修整を受ける。
　BorrowedMalevolence,邪悪借用（じゃあくしゃくよう）,　1,1,　コモン,　インスタント,　黒,増呪(２)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つまたは両方を選ぶ。・クリーチャー１体を対象とする。ターン終了時まで、それは+1/+1の修整を受ける。・クリーチャー１体を対象とする。ターン終了時まで、それは-1/-1の修整を受ける。
　CemeteryRecruitment,墓地からの徴用（ぼちからのちょうよう）,　1,1,　コモン,　ソーサリー,　１黒,あなたの墓地からクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。それがゾンビ(Zombie)・カードであるなら、カードを１枚引く。
　CertainDeath,生命の危機（せいめいのきき）,　1,1,　コモン,　ソーサリー,　５黒,クリーチャー１体を対象とし、それを破壊する。それのコントローラーは２点のライフを失い、あなたは２点のライフを得る。
　CollectiveBrutality,集団的蛮行（しゅうだんてきばんこう）,　1,1,　レア,　ソーサリー,　１黒,増呪―カードを１枚捨てる。（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つ以上を選ぶ。・対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中からインスタント・カード１枚かソーサリー・カード１枚を選ぶ。そのプレイヤーはそのカードを捨てる。・クリーチャー１体を対象とする。ターン終了時まで、それは-2/-2の修整を受ける。・対戦相手１人を対象とする。そのプレイヤーは２点のライフを失い、あなたは２点のライフを得る。
　Cryptbreaker,墓所破り（ぼしょやぶり）,　1,1,　レア,　クリーチャー,　黒,(１)(黒) (Ｔ) カードを１枚捨てる：黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。あなたがコントロールするアンタップ状態のゾンビ３体をタップする：あなたはカードを１枚引き、あなたは１点のライフを失う。
　DarkSalvation,闇の救済（やみのきゅうさい）,　1,1,　レア,　ソーサリー,　ＸＸ黒,プレイヤー１人とクリーチャー最大１体を対象とする。そのプレイヤーは黒の2/2のゾンビ(Zombie)・クリーチャー・トークンをＸ体戦場に出す。その後、ターン終了時まで、その対象としたクリーチャーは、その対象としたプレイヤーがコントロールするゾンビ１体につき-1/-1の修整を受ける。
　DuskFeaster,薄暮の饗宴者（はくぼのきょうえんしゃ）,　4,5,　アンコモン,　クリーチャー,　５黒黒,昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるなら、薄暮の饗宴者を唱えるためのコストは(２)少なくなる。飛行
　GavonyUnhallowed,ガヴォニーの不浄なるもの（がう゛ぉにーのふじょうなるもの）,　2,4,　コモン,　クリーチャー,　３黒,あなたがコントロールする他のクリーチャーが１体死亡するたび、ガヴォニーの不浄なるものの上に+1/+1カウンターを１個置く。
　GrafHarvest,墓の収穫（はかのしゅうかく）,　2,4,　アンコモン,　エンチャント,　黒,あなたがコントロールするゾンビ(Zombie)は威迫を持つ。（それらは２体以上のクリーチャーによってしかブロックされない。）(３)(黒) あなたの墓地からクリーチャー・カード１枚を追放する：黒の2/2のゾンビ・クリーチャー・トークンを１体戦場に出す。
　GrafRats,墓ネズミ（はかねずみ）,　2,1,　コモン,　クリーチャー,　１黒,あなたのターンの戦闘の開始時に、あなたが墓ネズミと《夜深の死体あさり/MidnightScavengers》という名前のクリーチャーを１体コントロールしているとともにそれらのオーナーでもある場合、それらを追放し、その後それらを《騒がしい徒党/ChitteringHost》へと合体させる。
　HauntedDead,憑依された死体（ひょういされたしたい）,　2,2,　アンコモン,　クリーチャー,　３黒,憑依された死体が戦場に出たとき、飛行を持つ白の1/1のスピリット(Spirit)・クリーチャー・トークンを１体戦場に出す。(１)(黒) カード２枚を捨てる：あなたの墓地から憑依された死体をタップ状態で戦場に戻す。
　Liliana theLastHope,最後の望み、リリアナ（さいごののぞみりりあな）,　2,2,　神話レア,　プレインズウォーカー,　１黒黒,[+1]：クリーチャー最大１体を対象とする。あなたの次のターンまで、それは-2/-1の修整を受ける。[-2]：あなたのライブラリーの一番上からカードを２枚あなたの墓地に置く。その後、あなたはあなたの墓地からクリーチャー・カード１枚をあなたの手札に戻してもよい。[-7]：あなたは「あなたの終了ステップの開始時に、黒の2/2のゾンビ(Zombie)・クリーチャー・トークンをＸ体戦場に出す。Ｘはあなたがコントロールするゾンビの総数に２を足した数に等しい。」を持つ紋章を得る。　忠誠度：3
　Liliana'sElite,リリアナの精鋭（りりあなのせいえい）,　1,1,　アンコモン,　クリーチャー,　２黒,リリアナの精鋭は、あなたの墓地にあるクリーチャー・カード１枚につき+1/+1の修整を受ける。
　MarkovCrusader,マルコフの十字軍（まるこふのじゅうじぐん）,　4,3,　アンコモン,　クリーチャー,　４黒,絆魂あなたが他の吸血鬼(Vampire)をコントロールしているかぎり、マルコフの十字軍は速攻を持つ。
　ChitteringHost,騒がしい徒党（さわがしいととう）,　5,6,　コモン,　クリーチャー,　４黒,夜深の死体あさりが戦場に出たとき、あなたの墓地から点数で見たマナ・コストが３以下のクリーチャー・カード１枚を対象とする。あなたはそれをあなたの手札に戻してもよい。（《墓ネズミ/GrafRats》と合体する。）速攻威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）騒がしい徒党が戦場に出たとき、ターン終了時まで、あなたがコントロールする他のクリーチャーは+1/+0の修整を受けるとともに威迫を得る。
　Murder,殺害（さつがい）,　5,6,　アンコモン,　インスタント,　１黒黒,クリーチャー１体を対象とし、それを破壊する。
　NoosegrafMob,絞墓の群衆（こうぼのぐんしゅう）,　0,0,　レア,　クリーチャー,　４黒黒,絞墓の群衆は+1/+1カウンターが５個置かれた状態で戦場に出る。プレイヤーが呪文を１つ唱えるたび、絞墓の群衆の上から+1/+1カウンターを１個取り除く。そうしたなら、黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。
　OathofLiliana,リリアナの誓い（りりあなのちかい）,　0,0,　レア,　伝説のエンチャント,　２黒,リリアナの誓いが戦場に出たとき、各対戦相手はそれぞれクリーチャー１体を生け贄に捧げる。各終了ステップの開始時に、そのターンにプレインズウォーカーがあなたのコントロール下で戦場に出ていた場合、黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。
　Olivia'sDragoon,オリヴィアの竜騎兵（おりう゛ぃあのりゅうきへい）,　2,2,　コモン,　クリーチャー,　１黒,カード１枚を捨てる：ターン終了時まで、オリヴィアの竜騎兵は飛行を得る。
　PryingQuestions,詮索（せんさく）,　2,2,　アンコモン,　ソーサリー,　２黒,対戦相手１人を対象とする。そのプレイヤーは３点のライフを失うとともに自分の手札からカード１枚を自分のライブラリーの一番上に置く。
　RisefromtheGrave,墓場からの復活（はかばからのふっかつ）,　2,2,　アンコモン,　ソーサリー,　４黒,いずれかの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたのコントロール下で戦場に出す。そのクリーチャーは、それの他の色とタイプに加えて黒でありゾンビ(Zombie)である。
　RuthlessDisposal,無情な処分（むじょうなしょぶん）,　2,2,　アンコモン,　ソーサリー,　４黒,無情な処分を唱えるための追加コストとして、カード１枚を捨てるとともにクリーチャー１体を生け贄に捧げる。クリーチャー２体を対象とする。ターン終了時まで、それらはそれぞれ-13/-13の修整を受ける。
　SkirsdagSupplicant,スカースダグの嘆願者（すかーすだぐのたんがんしゃ）,　2,3,　コモン,　クリーチャー,　２黒,(黒) (Ｔ) カード１枚を捨てる：各プレイヤーはそれぞれ２点のライフを失う。
　StrangeAugmentation,奇妙な増強（きみょうなぞうきょう）,　2,3,　コモン,　エンチャント,　黒,エンチャント（クリーチャー）エンチャントされているクリーチャーは+1/+1の修整を受ける。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、エンチャントされているクリーチャーは追加で+2/+2の修整を受ける。
　StromkirkCondemned,流城の死刑囚（りゅうじょうのしけいしゅう）,　2,2,　レア,　クリーチャー,　黒黒,カード１枚を捨てる：ターン終了時まで、あなたがコントロールする吸血鬼(Vampire)は+1/+1の修整を受ける。この能力は、毎ターン１回のみ起動できる。
　SuccumbtoTemptation,誘惑に負けて（ゆうわくにまけて）,　2,2,　コモン,　インスタント,　１黒黒,あなたはカードを２枚引き、あなたは２点のライフを失う。
　ThrabenFoulbloods,スレイベンの異血種（すれいべんのいけつしゅ）,　3,2,　コモン,　クリーチャー,　２黒,昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、スレイベンの異血種は+1/+1の修整を受けるとともに威迫を持つ。（威迫を持つクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　TreeofPerdition,地獄の樹（じごくのき）,　0,13,　神話レア,　クリーチャー,　３黒,防衛(Ｔ)：対戦相手１人を対象とする。そのプレイヤーのライフの総量と地獄の樹のタフネスを交換する。
　VampireCutthroat,吸血鬼の殺し屋（きゅうけつきのころしや）,　1,1,　アンコモン,　クリーチャー,　黒,潜伏（このクリーチャーは、これより大きなパワーを持つクリーチャーによってはブロックされない。）絆魂（このクリーチャーがダメージを与えると、さらにあなたはその点数分のライフを得る。）
　AbolisherofBloodlines,血統の撤廃者（けっとうのてっぱいしゃ）,　6,5,　レア,　クリーチャー,　３黒黒,飛行他のクリーチャー３体を生け贄に捧げる：ヴォルダーレンの下層民を変身させる。マッドネス(黒)(黒)(黒)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）飛行このクリーチャーが血統の撤廃者に変身したとき、対戦相手１人を対象とする。そのプレイヤーはクリーチャー３体を生け贄に捧げる。
　WailingGhoul,嘆きのグール（なげきのぐーる）,　1,3,　コモン,　クリーチャー,　１黒,嘆きのグールが戦場に出たとき、あなたのライブラリーの一番上からカードを２枚あなたの墓地に置く。
　WeirdedVampire,不気味な吸血鬼（ぶきみなきゅうけつき）,　3,3,　コモン,　クリーチャー,　３黒,マッドネス(２)(黒)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　WhispersofEmrakul,エムラクールの囁き（えむらくーるのささやき）,　3,3,　アンコモン,　ソーサリー,　１黒,対戦相手１人を対象とする。そのプレイヤーはカード１枚を無作為に選んで捨てる。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるなら、代わりに、そのプレイヤーはカード２枚を無作為に選んで捨てる。
　AbandonReason,自暴自棄（じぼうじき）,　3,3,　アンコモン,　インスタント,　２赤,クリーチャー最大２体を対象とする。ターン終了時まで、それらはそれぞれ+1/+0の修整を受けるとともに先制攻撃を得る。マッドネス(１)(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　Alchemist'sGreeting,錬金術師の挨拶（れんきんじゅつしのあいさつ）,　3,3,　コモン,　ソーサリー,　４赤,クリーチャー１体を対象とする。錬金術師の挨拶はそれに４点のダメージを与える。マッドネス(１)(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　AssembledAlphas,集合した頭目（しゅうごうしたとうもく）,　5,5,　レア,　クリーチャー,　５赤,集合した頭目がクリーチャーを１体ブロックするかクリーチャーが１体集合した頭目をブロックした状態になるたび、集合した頭目はそのクリーチャーに３点のダメージを与え、そのクリーチャーのコントローラーに３点のダメージを与える。
　BedlamReveler,騒乱の歓楽者（そうらんのかんらくしゃ）,　3,4,　レア,　クリーチャー,　６赤赤,騒乱の歓楽者を唱えるためのコストは、あなたの墓地にあるインスタント・カード１枚とソーサリー・カード１枚につき(１)少なくなる。果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）騒乱の歓楽者が戦場に出たとき、あなたの手札を捨て、その後カードを３枚引く。
　BloodMist,血の霧（ちのきり）,　3,4,　アンコモン,　エンチャント,　３赤,あなたのターンの戦闘の開始時に、あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは二段攻撃を得る。
　BoldImpaler,大胆な刺突者（だいたんなしとつしゃ）,　1,2,　コモン,　クリーチャー,　赤,(２)(赤)：ターン終了時まで、大胆な刺突者は+2/+0の修整を受ける。
　BorrowedHostility,敵意借用（てきいしゃくよう）,　1,2,　コモン,　インスタント,　赤,増呪(３)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つまたは両方を選ぶ。・クリーチャー１体を対象とする。ターン終了時まで、それは+3/+0の修整を受ける。・クリーチャー１体を対象とする。ターン終了時まで、それは先制攻撃を得る。
　BrazenWolves,猛々しい狼（たけだけしいおおかみ）,　2,3,　コモン,　クリーチャー,　２赤,猛々しい狼が攻撃するたび、ターン終了時までこれは+2/+0の修整を受ける。
　CollectiveDefiance,集団的抵抗（しゅうだんてきていこう）,　2,3,　レア,　ソーサリー,　１赤赤,増呪(１)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つ以上を選ぶ。・プレイヤー１人を対象とする。そのプレイヤーは、自分の手札からカードをすべて捨て、その後その枚数に等しい枚数のカードを引く。・クリーチャー１体を対象とする。集団的抵抗はそれに４点のダメージを与える。・対戦相手１人を対象とする。集団的抵抗はそのプレイヤーに３点のダメージを与える。
　ConduitofEmrakul,エムラクールの伝導者（えむらくーるのでんどうしゃ）,　5,4,　アンコモン,　クリーチャー,　２赤,嵐の伝導者が攻撃するたび、このターン、次のあなたのメイン・フェイズの開始時に、あなたのマナ・プールに(赤)を加える。(３)(赤)(赤)：嵐の伝導者を変身させる。エムラクールの伝導者が攻撃するたび、このターン、次のあなたのメイン・フェイズの開始時に、あなたのマナ・プールに(◇)(◇)を加える。
　DerangedWhelp,狂乱した仔（きょうらんしたこ）,　2,1,　アンコモン,　クリーチャー,　１赤,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
　DistemperoftheBlood,血の不穏（ちのふおん）,　2,1,　コモン,　ソーサリー,　１赤,クリーチャー１体を対象とする。ターン終了時まで、それは+2/+2の修整を受けるとともにトランプルを得る。マッドネス(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　FalkenrathReaver,ファルケンラスの肉裂き（ふぁるけんらすのにくさき）,　2,2,　コモン,　クリーチャー,　１赤,
　FurybladeVampire,怒り刃の吸血鬼（いかりやいばのきゅうけつき）,　1,2,　アンコモン,　クリーチャー,　１赤,トランプルあなたのターンの戦闘の開始時に、あなたはカード１枚を捨ててもよい。そうしたなら、ターン終了時まで、怒り刃の吸血鬼は+3/+0の修整を受ける。
　GalvanicBombardment,流電砲撃（りゅうでんほうげき）,　1,2,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。流電砲撃はそれにＸ点のダメージを与える。Ｘは、あなたの墓地にある《流電砲撃/GalvanicBombardment》と言う名前のカードの枚数に２を足した数に等しい。
　Hanweir theWrithingTownship,のたうつ居住区、ハンウィアー（のたうつきょじゅうくはんうぃあー）,　7,4,　レア,　伝説のクリーチャー,　２赤,ハンウィアー守備隊が攻撃するたび、赤の1/1の人間(Human)クリーチャー・トークンを２体タップ状態で攻撃している状態で戦場に出す。（《ハンウィアーの要塞/HanweirBattlements》と合体する。）トランプル、速攻のたうつ居住区、ハンウィアーが攻撃するたび、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを２体、タップ状態で攻撃している状態で戦場に出す。
　HarmlessOffering,無害な申し出（むがいなもうしで）,　7,4,　レア,　ソーサリー,　２赤,対戦相手１人とあなたがコントロールするパーマネント１つを対象とする。そのプレイヤーはそのパーマネントのコントロールを得る。
　ImpetuousDevils,性急な悪魔（せいきゅうなあくま）,　6,1,　レア,　クリーチャー,　２赤赤,トランプル、速攻性急な悪魔が攻撃したとき、防御プレイヤーがコントロールするクリーチャー最大１体を対象とする。この戦闘で、それは可能ならこれをブロックする。終了ステップの開始時に、性急な悪魔を生け贄に捧げる。
　IncendiaryFlow,焼夷流（しょういりゅう）,　6,1,　アンコモン,　ソーサリー,　１赤,クリーチャー１体かプレイヤー１人を対象とする。焼夷流はそれに３点のダメージを与える。このターン、これによりダメージを与えられたクリーチャーが死亡するなら、代わりにそれを追放する。
　InsatiableGorgers,強欲な過食者（ごうよくなかしょくしゃ）,　5,3,　アンコモン,　クリーチャー,　２赤赤,各戦闘で、強欲な過食者は可能なら攻撃する。マッドネス(３)(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　MakeMischief,悪戯（いたずら）,　5,3,　コモン,　ソーサリー,　２赤,クリーチャー１体かプレイヤー１人を対象とする。悪戯はそれに１点のダメージを与える。赤の1/1のデビル(Devil)・クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーが死亡したとき、クリーチャー１体かプレイヤー１人を対象とする。このクリーチャーは、それに１点のダメージを与える。」を持つ。
　MirrorwingDragon,鏡翼のドラゴン（きょうよくのどらごん）,　4,5,　神話レア,　クリーチャー,　３赤赤,飛行プレイヤーが鏡翼のドラゴンのみを対象とするインスタント呪文かソーサリー呪文を１つ唱えるたび、そのプレイヤーは、その呪文が対象にできるそのプレイヤーがコントロールする他のクリーチャー１体につき、その呪文を１回コピーする。各コピーは、それらのクリーチャーのうち別々のものを対象とする。
　Nahiri'sWrath,ナヒリの怒り（なひりのいかり）,　4,5,　神話レア,　ソーサリー,　２赤,ナヒリの怒りを唱えるための追加コストとして、カードＸ枚を捨てる。クリーチャーやプレインズウォーカー最大Ｘ体を対象とする。ナヒリの怒りはそれらにそれぞれ、捨てたカードの点数で見たマナ・コストの合計に等しい点数のダメージを与える。
　OtherworldlyOutburst,異世界の発露（いせかいのはつろ）,　4,5,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。ターン終了時まで、それは+1/+0の修整を受ける。このターン、そのクリーチャーが死亡したとき、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　PropheticRavings,予言的妄語（よげんてきもうご）,　4,5,　コモン,　エンチャント,　赤,エンチャント（クリーチャー）エンチャントされているクリーチャーは速攻と「(Ｔ) カード１枚を捨てる：カードを１枚引く。」を持つ。
　SavageAlliance,粗暴な協力（そぼうなきょうりょく）,　4,5,　アンコモン,　インスタント,　２赤,増呪(１)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つ以上を選ぶ。・プレイヤー１人を対象とする。ターン終了時まで、そのプレイヤーがコントロールするクリーチャーはトランプルを得る。・クリーチャー１体を対象とする。粗暴な協力はそれに２点のダメージを与える。・対戦相手１人を対象とする。粗暴な協力はそのプレイヤーがコントロールする各クリーチャーにそれぞれ１点のダメージを与える。
　ShredsofSanity,正気の欠片（しょうきのかけら）,　4,5,　アンコモン,　ソーサリー,　２赤,あなたの墓地から、インスタント・カード最大１枚とソーサリー・カード最大１枚を対象とし、それらをあなたの手札に戻す。その後、カード１枚を捨てる。正気の欠片を追放する。
　EruptingDreadwolf,噴出する戦慄狼（ふんしゅつするせんりつおおかみ）,　6,4,　アンコモン,　クリーチャー,　２赤赤,くすぶる狼男が戦場に出たとき、クリーチャー最大２体を対象とする。くすぶる狼男はそれらにそれぞれ１点のダメージを与える。(４)(赤)(赤)：くすぶる狼男を変身させる。噴出する戦慄狼が攻撃するたび、クリーチャー１体かプレイヤー１人を対象とする。噴出する戦慄狼はそれに２点のダメージを与える。
　SpreadingFlames,炎の散布（ほのおのさんぷ）,　6,4,　アンコモン,　インスタント,　６赤,望む数のクリーチャーを対象とする。炎の散布はそれらに６点のダメージを、あなたの望むように分割して与える。
　StensiaBanquet,ステンシアの晩餐（すてんしあのばんさん）,　6,4,　コモン,　ソーサリー,　２赤,対戦相手１人を対象とする。ステンシアの晩餐はそのプレイヤーに、あなたがコントロールする吸血鬼(Vampire)の総数に等しい点数のダメージを与える。カードを１枚引く。
　StensiaInnkeeper,ステンシアの亭主（すてんしあのていしゅ）,　3,3,　コモン,　クリーチャー,　３赤,ステンシアの亭主が戦場に出たとき、対戦相手がコントロールする土地１つを対象とし、それをタップする。その土地は、それのコントローラーの次のアンタップ・ステップにアンタップしない。
　StromkirkOccultist,流城の密教信者（りゅうじょうのみっきょうしんじゃ）,　3,2,　レア,　クリーチャー,　２赤,トランプル流城の密教信者がプレイヤー１人に戦闘ダメージを与えるたび、あなたのライブラリーの一番上のカードを追放する。ターン終了時まで、あなたはそのカードをプレイしてもよい。マッドネス(１)(赤)（あなたがこのカードを捨てるなら、これを追放領域に捨てる。あなたがそうしたとき、マッドネス・コストでこれを唱えるか、これをあなたの墓地に置く。）
　Thermo-Alchemist,熱錬金術師（ねつれんきんじゅつし）,　0,3,　コモン,　クリーチャー,　１赤,防衛(Ｔ)：熱錬金術師は各対戦相手にそれぞれ１点のダメージを与える。あなたがインスタント呪文かソーサリー呪文を１つ唱えるたび、熱錬金術師をアンタップする。
